,smiles,frequency
377,O=C1NC2=C(C=CC=C2)O1,1
378,O=C1NC=NC2=C1N=CN2,1
379,O=C1NN=C2C=CC=CN12,1
380,O=C1NN=CC2=CC=CC=C12,1
381,O=C1NN=NC2=CN=CN12,1
382,O=C1NN=NN1,1
383,O=S=[OH+],1
384,O=[Tc](=O)=O,1
385,CCC(C)C1CCC2(C)[CH]CCC2C1CC,1
386,CCC(C)C1CCCCC1,1
387,CCC(C)C1[CH]C2CCCC2(C)CC1,1
388,CCC(C)C1[CH]CC2(C)CCCC2C1CC,1
389,CCC(C)CCCC(C)CCCC(C)CCCC(C)C,1
390,CCC(C)[CH]C(CC)C1CCCC1(C)C,1
391,CCC1(C)CCCC2C3(C)CCCC(C)C3CCC21C,1
392,CCC12CC3CC(CC(C3)C1)C2,1
393,CC([CH])CCCC,1
394,CC([CH])CC[CH]C,1
395,CC([CH])C[CH]C,1
396,CC([CH])C[CH]CC,1
397,CC([CH])C[CH][CH],1
398,CC([CH])[CH][CH][CH]C,1
399,CC1(C)CC1,1
400,CC1(C)CCCC1,1
401,CC(C)CC(C)C,1
402,CC(C)CCC(C)C,1
403,CC(C)CCC1CCC1,1
404,CC(C)CCCCCC(C)C,1
405,CC(C)CC[CH]C[CH],1
406,CC(C)C[CH][CH][CH]CC(C)C,1
407,CC(C)[CH]C[CH][CH]CC(C)C(C)C,1
408,CC(C1[CH]C1)C1[CH]C2CCCC2(C)CC1,1
409,[CH]C1C(C)C1(C)C,1
410,[CH]C1CCCC1C,1
411,[CH]C1CCCCC1,1
412,[CH]CC([CH]C1C(C)[CH]C[CH]C1C)C(C)C,1
413,[CH]CC1C(CC)CCC2(C)CC(C)CC12,1
414,[CH]CC1C(CC)[CH]CC2(C)C[CH]CC12,1
415,CC(C)C1CCCC2(C)CCCC12,1
416,CC(C)C1CCCCC1,1
417,[CH]1[CH]CCCC[CH]1,1
418,[CH]1[CH]CC[CH]C1,1
419,[CH]1[CH][CH]C[CH]1,1
420,[CH]C(C)[CH]C,1
421,[CH]C(C)[CH][CH]C,1
422,[CH]C([CH])CC(C)CC1C([CH])C1(C)C,1
423,[CH]C([CH]C)CC,1
424,[CH]C12CC3CC(CC(C3)C1)C2,1
425,[H-].[H-].[Sr+2],1
426,[I-],1
427,[I-].[Na+],1
428,[In],1
429,[K+].[K+],1
430,[La+3].[La+3],1
431,[La],1
432,C1=CC=C2C(=C1)C=CC1=C2N=C2C=CC=CN21,1
433,[Co],1
434,[Cr],1
435,[Cu],1
436,[Ga+3],1
437,[Gd+3].[Na+].[Na+].[Na+],1
438,[Gd],1
439,[Ge],1
440,[H+].[H+].[H+].[Mn+2].[Na+].[Na+].[Na+],1
441,C1=COC=N1,1
442,C1=CSC=[N+]1,1
443,C1=C[N+]=CC=N1,1
444,C1=C[O+]=C2C=CC=CC2=C1,1
445,C1=NC=C2N=CNC2=N1,1
446,C1=NC=NC2=C1C=NN2,1
447,C1=NC=NC2=C1N=CC=N2,1
448,[Co+2],1
449,C1=CC=C2OC=CC2=C1,1
450,C1=CC=C2ON=CC2=C1,1
451,C1=CC=C2SC=CC2=C1,1
452,C1=CN2N=CC=C2N=C1,1
453,C1=CN=C2NC=CC2=C1,1
454,C1=CN=CC=C2C=CC(=CC3=CC=C(C=CN=C1)[N-]3)[N-]2,1
455,C1=CN=NC=N1,1
456,C1=CNN=N1,1
457,[Sr+2].[Sr+2],1
458,[Tc],1
459,[Tl],1
460,[Y],1
461,[Zn+2],1
462,C1=CC2=C(C=C1)N=C[NH+]=C2,1
463,CCCCCCC(CC)CCCCC,1
464,CCCCCCCCC(C)C,1
465,[OH-],1
466,[PH+],1
467,[Pt],1
468,[Ra],1
469,[S+],1
470,[S-],1
471,[SH2+],1
472,[Sm],1
473,[N]=O,1
474,[Na+].[Na+].[Na+].[Na+],1
475,[Na+].[Na+].[Na+].[Na+].[Na+],1
476,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1
477,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1
478,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1
479,[O-2].[O-2].[O-2],1
480,[OH+],1
481,C1=CC=C2C(=C1)N=CC1=C2NC=N1,1
482,C1=CC=C2C(=C1)NC1=C2C=CC=C1,1
483,C1=CC=C2C=NC=CC2=C1,1
484,C1=CC=C2C=NN=CC2=C1,1
485,C1=CC=C2N=C3C=CC=CC3=CC2=C1,1
486,[NH-],1
487,[NH2-],1
488,[NH4+],1
