,smiles,frequency
93,C1=CN=C2C=CC=CC2=C1,24
94,C1=CNC=C1,24
95,O=C1NC(=O)C2=C(N=CN2)N1,23
96,[B-],23
97,[CH]C[CH][CH][CH]C,23
98,[CH]CCCC,23
99,[CH]1C[CH]CC[CH]C1,22
100,O=C1C=COC2=C1C=CC=C2,21
101,CCCCCCCCCCCCCCC,21
102,O=C1C=CNC2=C1C=CC=C2,20
103,C[CH]CCC,20
104,C1=CC2=C(C=C1)SC=N2,19
105,[Sn],19
106,C1=CC=C2NC=NC2=C1,19
107,CCC1[CH]CC2(C)CC(C)CC2C1CC,18
108,[P+],17
109,CC(C)CCCC(C)C,17
110,[CH]1[CH][CH]C[CH][CH]1,17
111,O=C1N=CC=CN1,17
112,[CH]C[CH]C,17
113,CCC(C)(C)C,17
114,[CH]CC(C)[CH][CH]C,16
115,CC(C)CC(C)(C)C,16
116,CCCCCCCCCCCCC,16
117,O=C1C=CC2=C(C=CC=C2)O1,16
118,CC1CCCCC1,15
119,O=C1C=CNC2=CC=CC=C12,15
120,[NH4+],15
121,C=[N+],15
122,[CH]C[CH][CH]C,14
123,CCC1CCCCC1,14
124,O=C1C=CC=CN1,14
125,CCC1[CH]CCC2(C)[CH]CCC12,13
126,CCCCCCCCCCCCCCCCCC,13
127,C[CH][CH]C,13
128,C[CH][CH][CH]C,13
129,CCCCCCCCCCCCCCCCC,12
130,P,12
131,C1=CC=C2SC=NC2=C1,12
132,C1=NN=CN1,12
133,CCC(C)C1CCC2(C)[CH]CCC2C1CC,12
134,CCC(C)C1[CH]CC2(C)CCCC2C1CC,12
135,[CH][CH][CH]C[CH]C,12
136,O=C1C=CNN1,11
137,[CH][CH]C([CH][CH]C)CC,11
138,CC[CH][CH][CH]C,11
139,CCC(CC)CC,11
140,C1=NN=CS1,11
141,CC1(C)CC1,11
142,[CH]1[CH][CH][CH][CH][CH]1,10
143,C[CH],10
144,O=C1C=CC2=CC=CC=C2O1,10
145,C1=CC=C2C=C3C=CC=CC3=CC2=C1,10
146,C1=CC2=C(C=C1)OC=C2,10
147,[Hg],10
148,CC1CC1,10
149,CC(C)C(C)C,9
150,O=C1NC(=O)NC(=O)N1,9
151,CC12[CH]CC(CC1)C2(C)C,9
152,O=[As],9
153,O=C1NC2=C(C=CC=C2)N1,9
154,CCC1[CH]CC2(C)C[CH]CC2C1CC,9
155,C[CH][CH]C[CH]C,9
156,[Al],9
157,[OH-],9
158,C1=COC=N1,9
159,C1=CC2=CN=CN=C2C=C1,8
160,CCC1[CH]CC2(C)CCCC2C1CC,8
161,B,8
162,[Zn+2],8
163,CCCCCC(C)C,8
164,C[CH]C[CH]C,8
165,CC1(C)[CH][CH]1,8
166,CCCC(C)CC,8
167,CC1CCC(C(C)C)CC1,8
168,C[CH]C(C)C,8
169,C[CH][CH]C(C)[CH]CC,8
170,C1=CC=C2C=NN=CC2=C1,7
171,[CH]CC1[CH][CH][CH]CC1C,7
172,[CH][CH]C(C)C,7
173,C1=NC=NO1,7
174,CCC(C)CCCC(C)CCCC(C)CCCC(C)C,7
175,CCC(C)C(C)C,7
176,CC1CCCC1,7
177,[CH]CC1C(CC)[CH]CC2(C)CC(C)CC12,7
178,[CH]C(C)CC,7
179,C[CH][CH]CC,7
180,O=C1NC=NN1,7
181,C[CH]C(C)C(C)CC,7
182,C1=CC2=NNN=C2C=C1,7
183,C1=CC2=C(C=C1)C=NC=C2,6
184,CC12[CH][CH]CC1C1CCC3C[CH][CH]CC3(C)C1CC2,6
185,[Na+].[Na+].[Na+],6
186,C[CH][CH]C(C)[CH]C(C)C[CH]C,6
187,C[CH]C1CC[CH]C1(C)CCC,6
188,[CH]1[CH][CH]C[CH]C[CH]1,6
189,[CH]1CC[CH]CC1,6
190,CC[CH]C1CCC2(C)[CH]CCC2C1CC,6
191,CC[CH]C(C)C,6
192,C1=CC=C2C(=C1)NC1=C2C=CC=C1,6
193,CCCC(C)CCC,6
194,CC1CCC(C)CC1,6
195,[Se],6
196,CCC(C)CCCC(C)C,6
197,CC1[CH][CH]C[CH]1,6
198,O=C1C=CNC=N1,6
199,CC(C)(C)C1CCCCC1,6
200,O=C1C=CC=NN1,6
201,[CH][CH]CC([CH]C)CC,6
202,[Li+],5
203,C1=CC2=C(C=C1)N=CN=C2,5
204,CCCC1CCCCC1,5
205,C1CCC1,5
206,O=C1NC=NC2=C1C=CC=C2,5
207,C1=CN=NC=C1,5
208,CCCCC(C)C,5
209,[S+],5
210,C1=NN=CO1,5
211,[CH]C(C)[CH]C(C)[CH]C(C)[CH][CH]C,5
212,[CH]C(CC)C([CH]C)CC,5
213,[CH]C(C)(C)C,5
214,O=C1C=CC=CO1,5
215,O=C1C=CN=CN1,5
216,O=C1NC=NC2=C1N=CN2,5
217,CC(C)CC(C)C,5
218,CC(C)CCC(C)C,5
219,C1=CC2=NC=CN2C=C1,5
220,C1=CC2=NC=CN=C2C=C1,5
221,[CH]CC(C)CC,5
222,C[CH]C1[CH]C[CH]C(CC)[CH]1,5
223,O=C1C=CSN1,5
224,C1=CC=C2C(=C1)C=CC1=C2C=CC=C1,5
225,CC1C[CH]C(C)(CCC(C)C2(C)[CH]C3(C)CC[CH]C(C)(C)C3CC2)CC1,5
226,[CH][CH]CC,5
227,[CH]CCCCC,5
228,CCC1[CH]CCC2(C)CCCC12,5
229,CC12[CH]CCC1C1CCC3C[CH]CCC3(C)C1C[CH]2,5
230,[CH][CH][CH][CH],5
231,[CH][CH][CH][CH][CH],5
232,[CH][CH][CH]C,5
233,[CH][CH][CH]C(C)C,5
234,[Na+].[Na+].[Na+].[Na+],5
235,C1=CC2=C(C=C1)NN=C2,5
236,[CH][CH][CH][CH][CH][CH][CH]C,4
237,CCC(CC)C(C)C,4
238,CC1CCCC1C,4
239,CC1CCCC(C)(C)C1,4
240,[CH]C[CH][CH],4
241,C[CH]C(CC)CC,4
242,C1=NC=C2N=CC=NC2=N1,4
243,C1=CSC=[N+]1,4
244,O=C1C=COC=C1,4
245,CC[CH]C1CCC2(CC)CCCC2C1CC,4
246,CC1(C)CCCCC1,4
247,C1=CC2=NC=NN2C=N1,4
248,[CH]CC(C)CCC,4
249,C[CH]CCCCCC,4
250,C[CH]C1CCCCC1CC,4
251,O=C1C=CNC(=S)N1,4
252,O=C1C=CNC2=C1C=CC=N2,4
253,O=C1C=CC=CC=C1,4
254,C[CH]CC(C)C,4
255,C[CH]C(C)CCC,4
256,C[CH]CCC(C)C1CCC(C)C(CC)C1C,4
257,[CH]C1C(C([CH])C)CCC(C)C1CCCC,4
258,[CH]1[CH]C1,4
259,CC1(C)CCCC1,4
260,CC([CH])C[CH]C,4
261,[Pt],4
262,[O+],4
263,C1=CC2=C(C=C1)NN=N2,4
264,C1=CC2=C(C=C1)OC=N2,4
265,C1CC[CH]CC1,4
266,[Bi],4
267,O=[Bi],4
268,O=C1C=COC2=CC=CC=C12,4
269,C1=CC2=C(C=C1)SC=C2,4
270,CCCC1(C)[CH]CCC1C(C)CCCC(C)C,4
271,CCC1[CH]C[CH]C(CC)[CH]1,4
272,CCCC(C)(C)C,4
273,CCC1[CH]CC2(C)CCCC2C1C[CH]C,4
274,CCC(C)C1CCC2(C)CCCC2C1CC,4
275,[NH+],4
276,C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C43,4
277,[K+].[K+],4
278,C1=CC2=C(C=C1)ON=C2,3
279,[Zn],3
280,C1=CC2=CC3=C(C=CC=C3)N=C2C=C1,3
281,C1=CC2=CC3=C(C=CC=C3)[O+]=C2C=C1,3
282,[SiH],3
283,[Co+2],3
284,CCC(C)(C)C1CCCCC1,3
285,CC[CH]C1CCC2(C)CCCC2C1CC,3
286,[Mg+2],3
287,CC([CH])C[CH]CC,3
288,CC([CH])[CH][CH]CC,3
289,C=[N-],3
290,CC1CCC2C3CCC(C)C(C)(C)C3CCC12C,3
291,C[CH]C(C)CC1C[CH][CH]CC1,3
292,C=[O+],3
293,CC1(C)CCCC(C)(C)C1,3
294,C[CH]C[CH]CC,3
295,C[CH]C1CC[CH][CH]C1CC,3
296,C[CH]CC1C(C(C)CC)CCC2(C)CCCC12,3
297,CC1CCC(C)C1(C)C,3
298,[CH][CH][CH],3
299,[CH][CH]CCCC,3
300,C[CH][CH][CH]CCCCCC,3
301,C[CH][CH]CC(C)C,3
302,C[CH][CH]C(C)[CH]C,3
303,C[CH]CCC(C)C1CCC2(C)[CH]CCC2C1C,3
304,C[CH]CCC[CH]C,3
305,[CH][CH]CC[CH]C,3
306,[CH]CC[CH]C,3
307,[CH]C[CH],3
308,[CH]CC1[CH][CH]CCC1C,3
309,CCCC(CC)CC,3
310,CCCC1C[CH][CH]CC1,3
311,C1C2CC3CC1CC(C2)C3,3
312,C1CC2C3CCC(C3)C2C1,3
313,C1=NN=N[N-]1,3
314,C1=CC=C2N=C3C=CC=CC3=CC2=C1,3
315,C1=CC=C2N=CN=CC2=C1,3
316,C1=CC=C2C(=C1)C=CC1=CC=CC=C12,3
317,CC(C)CC[CH]C[CH],3
318,CC([CH])CCCC,3
319,O=C1C=CC2=C(C=CC=C2)N1,3
320,C1CCCCCC1,3
321,C1CCCCCCCCCCC1,3
322,C1CCC(C2CCCCC2)CC1,3
323,CCC(C)CC(C)CC,3
324,CCC(C)C1CCC2C3[CH]CC4C[CH]CCC4(C)C3C[CH]C12C,3
325,CCC(C)C1[CH]C2CCCC2(C)CC1,3
326,CCC(C)C(C)(C)C,3
327,O=C1C=NN=CN1,3
328,O=C1C=CC2=CC=CC=C2N1,3
329,O=C1C=CN=C2C=CC=CN12,3
330,[CH]CC1C(CC)[CH]CC2(C)C[CH]CC12,3
331,O=C1N=CNC2=C1N=CN2,3
332,O=C1NC(=O)C2=C(C=CC=C2)N1,3
333,O=C1C=NNC(=O)N1,3
334,O=C1N=CNC(=O)N1,3
335,CCC1CCCC1,3
336,O=C1NC2=CC=CC=C2O1,3
337,C1=NC=NS1,3
338,[CH]C1CCCCC1,3
339,[CH]C(C)CC(C)[CH][CH][CH]C,3
340,[CH]C(C)[CH]C,3
341,[CH]1[CH]CC[CH]C1,3
342,O=C1OC=CO1,3
343,O=C1NN=CC2=CC=CC=C12,3
344,[CH-],3
345,C1=CC=C2NN=CC2=C1,3
346,C1=CC=C2OC=CC2=C1,3
347,[Ba+2],3
348,[Au],3
349,[CH]1[CH]C[CH]CC[CH]1,3
350,C1=CNN=N1,3
351,C1=CC=C2[N+]=CC=CC2=C1,3
352,C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2,3
353,C1=CC2=C(C=C1)C1=C(C=CC=C1)N2,3
354,CC[CH]C,2
355,[In],2
356,[Mg],2
357,[Cr+3],2
358,[Cr],2
359,[Cu+2],2
360,[Dy],2
361,[Cl+3],2
362,[O],2
363,[Sb],2
364,C1=CC2=C(C=C1)[N+]=CC=[N+]2,2
365,[Na+].[Na+].[Na+].[Na+].[Na+],2
366,[Na],2
367,C1=CC2=C(C=C1)N=CC=N2,2
368,C1=CN2N=CN=C2N=C1,2
369,C1=CC=C2SN=CC2=C1,2
370,C1=CC=NN=C1,2
371,C1=CN2N=CC=C2N=C1,2
372,CC12[CH]CCC1C1CCC3C[CH]CCC3(C)C1CC2,2
373,CCC12[CH]C(C)([CH]CC(C)[CH]C1C)C(C)CC2,2
374,CC12CCC(C1)C(C)(C)C2,2
375,C1=CC=C2SC=CC2=C1,2
376,S=C1NC=CN1,2
377,O=[Cr]=O,2
378,S=C1N=CNN1,2
379,O=C1NSC2=C1C=CC=C2,2
380,O=C1NN=NC2=C1C=CC=C2,2
381,O=C1NC=NC2=CC=CC=C12,2
382,[CH]C([CH])C,2
383,[CH]1[CH][CH]C[CH]1,2
384,[CH]1[CH]C2CCCC2C1,2
385,[CH]1[CH]CCCC1,2
386,O=C1NC2=C(C=CC=C2)O1,2
387,O=C1NC2=CC=CC=C2N1,2
388,C1=NC=C2N=CN=CC2=N1,2
389,C1=NC=C2N=CNC2=N1,2
390,C1=NC=NC2=C1C=NN2,2
391,C1=NC=NC2=C1NC=N2,2
392,CCC1[CH]CCC(C)C1CC,2
393,CCC1[CH]CCC2(C)[CH][CH]CC12,2
394,CCCC(C)(C)C(C)CC(C)C(C)CC,2
395,CCCC(C)[CH]C(C)[CH][CH]C,2
396,CCC1C(C)CCCC1C,2
397,CC1CC2CC1C1CCC(C)C21,2
398,C1=CN[N+]=C1,2
399,C1=CON=[N+]1,2
400,C1=CSN=N1,2
401,O=C1N=CN=CN1,2
402,O=C1C=CNC=C1,2
403,CCC(C)C1CCC(C)C(CC)C1CC,2
404,[CH]CC1C(CC)[CH]CC2(C)[CH]C(C)CC12,2
405,C1=CC2=NON=C2C=C1,2
406,C1=CC2=[N+]C=CN2N=C1,2
407,[CH]CC(C[CH])C(C)CC,2
408,[CH]CC([CH]C1C(C)[CH]C[CH]C1C)C(C)C,2
409,[CH]CC1C(CC)[CH]CC2(C)CCCC12,2
410,O=C1C=CON1,2
411,O=C1C=CNC2=C1C=NC=N2,2
412,O=C1C=CNC2=NC=CC=C12,2
413,O=C1C2=CC=CC=C2SC2=C1C=CC=C2,2
414,O=C1C=CC1=O,2
415,CCC(C)CC(C)(C)C,2
416,CCC(C)C1[CH]C2CCC(CC)C2(C)CC1,2
417,CCC(C)C(C)CC,2
418,CCC(C)C1CCC(C)C(C)C1CC,2
419,O=C1C=CC2=C(C=C3OC=CC3=C2)O1,2
420,O=C1C=CC2=CC3=C(C=C2O1)OC=C3,2
421,C1C[CH][CH][CH]C1,2
422,C1CC2CCCC2C1,2
423,C1CCC(CC2CCCCC2)CC1,2
424,C1CCC2CCCCC2C1,2
425,C1CCC2[CH]C[CH]C12,2
426,CC(C)C[CH][CH][CH]CC(C)C,2
427,CC(C1[CH]C1)C1[CH]C2CCCC2(C)CC1,2
428,CC(C)CCCC(C)C1[CH]CC2C3CCC4C[CH]CCC4(C)C3CCC12C,2
429,C1=CC=C2N=CC=NC2=C1,2
430,[CH]CC1CCCCC1C,2
431,C1=CC=C2C(=C1)OC1=C2C=CC=C1,2
432,CCC(C)[CH]C(CC)C1CCCC1(C)C,2
433,CCC(CC)C(CC)CC,2
434,C1=NSN=C1,2
435,C1=NNN=N1,2
436,C[CH][CH][CH]CC,2
437,[CH]CC[CH],2
438,[CH]CC1[CH]CCCC1,2
439,[CH]CCC(C)[CH]CC,2
440,[CH]CCCC(C)[CH]CCC([CH]C)CC,2
441,C[CH]C[CH][CH]C,2
442,C[CH]C[CH][CH]C([CH]C)CC[CH]C[CH]C,2
443,C[CH][CH]C(C)CC,2
444,[Cl+2],2
445,[CH][CH]C[CH][CH]C,2
446,[CH][CH][CH][CH]CC,2
447,[CH][CH]C([CH])C,2
448,[CH][CH]C1CCCCC1,2
449,C[CH]CC[CH]CC,2
450,C[CH]CCC(C)C1CCC(C)C(C)C1C,2
451,C[CH]CCC(C)C1CCC2(C)C(C(C)CCCC(C)C)CCC2C1C,2
452,C[CH]CC(C)[CH]C(C)[CH]C,2
453,C[CH]C(C)C1[CH][CH]CCC1C,2
454,CC(C)C1C[CH]CC1,2
455,CC(C)CC(C)[CH][CH]CC,2
456,CC(C)C1CC1,2
457,CC(C)C1CCCC1,2
458,CC1(C)[CH]CCC1C1[CH]C2(C)CC[CH]CC2CC1,2
459,CCC(C)(C)CC,2
460,CC1CCCCC1C,2
461,CC1CC[CH]CC1,2
462,CC1C[CH]C(C(C)C)CC1,2
463,CC1C[CH]C1(C)C,2
464,CC1CCCC(C)C1,2
465,CC1CCCC1(C)C,2
466,CCCCCCC(C)CC,2
467,CC([CH])[CH][CH],2
468,CC[CH]C[CH]C,2
469,C=[N+]=[N-],2
470,CC[CH]C1CC[CH]C1C,2
471,CC[CH]CCCC,2
472,CC[CH]C(C)(C)C(C)[CH]C(C)C(C)CC,2
473,CC[CH]C1(C)CCCC(C)C1C,2
474,CC1[CH]CCC2C1CCC1(C)[CH]CCC21,2
475,[Mn+2],2
476,C1=CC2=NC3=C(C=CC=C3)[S+]=C2C=C1,2
477,C1=CC2=CC=C(C=CN=CC=C3C=CC(=CC=N1)N3)N2,2
478,C1=CC2=C3C(=C1)C=CC1=CC=CC(=C13)C=C2,2
479,[Ti],2
480,[NH3+],2
481,C1=CC2=C(C=C1)SC=[N+]2,2
482,[N-]=[N+]=N,2
483,[N+]=N,2
484,[Fe+3],2
485,[Gd+3],2
486,C1=CC2=C(C=C1)[N-]C=N2,2
487,[Co+],2
488,[Tl+],2
489,[Ni],2
490,C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1,1
491,C1=CC2=C(C=C1)C1=CC=NC=C1N2,1
492,C1=CC2=C(C=C1)C=C1C(=C2)C=CC2=C1C=CC=C2,1
493,C1=CC2=C(C=C1)C=C1C=CC=CC1=C2,1
494,C1=CC2=C(C=C1)C=NN=C2,1
495,C1=CC2=C(C=C1)C=[N+]C=C2,1
496,C1=CC2=C(C=C1)SN=C2,1
497,C1=CC2=C(C=C1)SN=N2,1
498,C1=CC2=C(C=C1)[N+]=CC=C2,1
499,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1
500,[Nd],1
501,[Ni+2],1
502,[PbH2+2],1
503,[Pb],1
504,[Pd],1
505,[Sb+3],1
506,[Sc],1
507,[Sr+2],1
508,[Sr+2].[Sr+2],1
509,[Ti+2],1
510,[Yb],1
511,C1=CC2=C3C(=C1)C1=C4C(=CC=C1)C=CC1=CC=C(C=C2)C3=C14,1
512,C1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,1
513,C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C43,1
514,C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,1
515,C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45,1
516,CC1CCCC2(C)C1CCC1(C)CCCCC12,1
517,CC1CCCCCC1,1
518,CC1C[CH]CC(C)(C)C1,1
519,CC1C[CH]CC1C,1
520,CC1C[CH][CH]CC1,1
521,CC1[CH]C1C,1
522,CC1[CH]C[CH]C1,1
523,CC1[CH][CH][CH][CH]C1,1
524,CC1CCC23CC1C(C)(C)C2CCC3C,1
525,CC1CCC2C(C)(C)CCC12C,1
526,CC1CCC2C(C)(C)CCCC2(C)C1C,1
527,CC1CCC2C(C)(C)[CH]CC12C,1
528,CC1CCC2CC1C2(C)C,1
529,CC1CCC2CCCC12,1
530,CC1CCCC(C)(C)C2[CH]CCC12,1
531,CC1CCCC(CC2CCCC(C)C2)C1,1
532,[Ca+2].[Cl-].[Cl-],1
533,[Ca],1
534,[Cd+2],1
535,[Cd+2].[Cl-].[Cl-],1
536,[Cd],1
537,CC1CCC1,1
538,CC1CCC1(C)C,1
539,CC1CCC2(C)C(CCC3C4CC[CH]C4(C)CCC32)C1,1
540,[CH][CH]CC[CH]CC,1
541,[CH][CH]CC[CH][CH]C,1
542,[CH][CH]C[CH]C,1
543,[CH][CH]C[CH]CCC[CH][CH][CH]C[CH],1
544,[CH][CH][CH]CC,1
545,[CH][CH][CH][CH]C(C)C,1
546,[CH][CH][CH][CH][CH]C[CH][CH],1
547,[CH][CH][CH][CH][CH][CH]C,1
548,CCCCCCCCCCCCCCCCCCC,1
549,CCCCCCCCCCCCCCCCCCCCC,1
550,CCCCCCCCCCCCCCCCCCCCCC,1
551,CCCCCC[CH][CH]C[CH]CCCCCCCCCCC,1
552,CCCCP(CCCC)CCCC,1
553,CCCC[CH]C(C)CC(C)[CH]CCCC,1
554,CCCC[CH]C[CH]C[CH]C[CH]C[CH]C[CH]CCCCC,1
555,CCC[CH]C1CCC2(C)C(C)CCC2C1CC,1
556,CC1(C)[CH]C[CH]1,1
557,CC1(C)[CH]C[CH]C23CC([CH]C12)C1[CH][CH]C2[CH]C1C3C2,1
558,CCCCCCC(C)CCCC,1
559,CCCCCCC(C1CCCCC1)C1CCCCC1,1
560,CCCCCCCCC(C)CCCCCC,1
561,CCCCCCCCCC(C)C1[CH]CCC2(C)[CH]CCC12,1
562,CCCCCCCCCCC(C)CCCCCCCC,1
563,CCCCCCCCCCCCC1CCCC1,1
564,CC([CH])C[CH][CH],1
565,CC([CH])[CH][CH][CH]C,1
566,CC1(C)CC(C)(C)C1,1
567,CC1(C)CC1(C)C,1
568,CC1(C)CCC(C(C)CC)[CH]C1C,1
569,CC1(C)CCCCCCC1,1
570,CC1(C)C[CH]C(CC)C(CC)C1C,1
571,CC1(C)[CH]C1,1
572,CC[CH]CC(C)C(C)C,1
573,CC[CH]CC(C)C(C)CC,1
574,CC[CH]CCC,1
575,CC[CH][CH]C,1
576,CC[CH][CH]C(CC)C1CCCC1(C)CC,1
577,CC[CH][CH]CC,1
578,CC[CH][CH][CH]C(C)CC,1
579,CC[Hg],1
580,C[CH]CC1C(C(C)CC)[CH]CC2(C)[CH]CCC12,1
581,C[CH]CC1CCCC1,1
582,C[CH]CCC(C)(C)[CH]C[CH]C[CH]C,1
583,C[CH]CCC(C)C,1
584,C[CH]CCC(C)C(C)C(C)[CH]CCCC(C)[CH][CH]CC(C)C,1
585,C[CH]CCC(C)C1CCC2(C)C(C(C)CCC(CC)C(C)C)CCC2C1C,1
586,C[CH]CCC(C)C1CCC2(C)C([CH]C)CCC2C1C,1
587,C[CH]CCC(C)C1CCC2(C)[CH][CH]CC2C1C,1
588,C[CH]C1(C)CC[CH]C(C)(C)C1CC,1
589,C[CH]C1(CCC)CCC1,1
590,C[CH]C12CCC([CH]C1CC)C(C(C)C(C)(C)C)C2,1
591,C[CH]C1C(C(C)CC)CCC2(C)C(CC)CCC12,1
592,C[CH]C1C(C(C)CC)[CH]CC2(C)C(CC)CCC12,1
593,C[CH]C1CC1(C)C(C)C,1
594,C[CH]CC(C)C[CH][CH]CC(C)C,1
595,C[CH]CC([CH]C(C)[CH]C)CC,1
596,CC(C)C1CC[CH]CC1,1
597,CC(C)C1[CH]CCC2(C)CCCC12,1
598,CC(C)CC(C)C(C)C,1
599,CC(C)CCC1CCC1,1
600,CC(C)CCCC(C)C1CCC2C3CCC4C[CH]CCC4(C)C3CCC12C,1
601,C[CH]C(CC)CC[CH]C(CC)CC(C)[CH][CH]CC,1
602,C[CH]C([CH]CCCCCC)CCCCCCCC,1
603,C[CH]C1(C)CC1,1
604,CCC[CH]C1CCC2(C)C(CC)CCC2C1CC,1
605,CCC[CH]C1CCC2(C)CCCC2C1CC,1
606,CC(C)(C1CCCCC1)C1CCCCC1,1
607,CC(C)C(C)(C)C,1
608,CC(C)C(C)(C)C(C)(C)C(C)C,1
609,CC(C)C(C)C(C)C,1
610,CC(C)C1CCC(C)C1C,1
611,CC(C)C1CCCCC1,1
612,N=C1C=CNC(=O)N1,1
613,N=C1C=CNC=N1,1
614,N=C1NC(=O)C2=C(NC=N2)N1,1
615,N=C1NN=CS1,1
616,N=C1NNC(=O)S1,1
617,O.O.[Ba+2].[Cl-].[Cl-],1
618,O=C1C2=C(C=CC=C2)OC2=C1C=CC=C2,1
619,C1=NNC=N1,1
620,C[CH][CH][CH]CCCC,1
621,C[CH][CH][CH][CH]CC,1
622,C[CH][CH][CH][CH]CCC,1
623,C[CH][CH][CH][CH][CH]C,1
624,C[Hg],1
625,C[V]C,1
626,C[Zr],1
627,N1=PN=PN=P1,1
628,C[CH][CH]C(C)[CH]C(C)CC(C)[CH][CH]CC,1
629,C[CH][CH]C(C)[CH]C(C)CC[CH][CH]CC,1
630,C[CH][CH]C1CCCCC1,1
631,C[CH][CH]CCC,1
632,C[CH][CH]CCCCCCCCCCCCCCC,1
633,C[CH][CH][CH]C(C)C[CH]C,1
634,C[CH][CH][CH]C(C)C[CH][CH]C(C)[CH]C,1
635,C[CH][CH][CH]CC(C)C,1
636,C[CH]CCC[CH]CCCCC,1
637,C[CH]CC[CH]C,1
638,C[CH]C[CH]CCC([CH]C)[CH][CH]CC,1
639,C[CH]C[CH]CCCCC(C)[CH]C(C)CC,1
640,C[CH]C[CH]CCCCC(C)[CH]C1CCCCC1,1
641,C[CH][CH]C(C)C[CH]C,1
642,C[CH][CH]C(C)[CH]C(C)CC(C)C,1
643,C[CH][CH]C(C)[CH]C(C)CC(C)[CH]C(C)[CH]C(C)[CH]CC,1
644,CC(C)CCCC(C)C1[CH][CH]C2C3CCC4C[CH][CH]CC4(C)C3CCC12C,1
645,CC(C)CCCC(C)CC(C)C,1
646,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,1
647,CC(C)C[PH](=S)CC(C)C,1
648,CC(C)[CH]CCC(C)C,1
649,CC(C)[CH]C[CH][CH]CC(C)C(C)C,1
650,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,1
651,C1CC2CCCC(C1)C2,1
652,CCCCC1C(C)CCC2C(C)(C)CCCC12C,1
653,CCCCC1CCCCC1,1
654,CCCCCC(C)(C)C,1
655,CCCCCC(C)(C)CC,1
656,CCCCCC(C)CC,1
657,CCCCCC(C)CCC,1
658,CCCCCC(C)CCCC(C)CCCC(C)C,1
659,CCCCCC1CCCCC1,1
660,CCCC1(C)[CH]CCC1C(C)CC[CH]C(C)C,1
661,CCCC1CCC(C)CC1,1
662,CCCC1CCCC1,1
663,CCCCC(C)(C)CC,1
664,CCCCC(C)C(CC)CC,1
665,CCCCC(C)C1CCC2(C)C(C(C)[CH]CCC(C)C)[CH]CC2C1C,1
