,smiles,frequency
493,C[CH]C(CC)CC[CH]C(CC)CC(C)[CH][CH]CC,1
494,C[CH]C([CH]CCCCCC)CCCCCCCC,1
495,C[CH]C1(C)CC1,1
496,C[CH]C1(C)CC[CH]C(C)(C)C1CC,1
497,CCP=S,1
498,CC[CH],1
499,CCCCCCCCCCCCCCCCCCC,1
500,CCCCCCCCCCCCCCCCCCCCC,1
501,CCCCCC[CH][CH]C[CH]CCCCCCCCCCC,1
502,CCCCP(CCCC)CCCC,1
503,CCCC[CH]C(C)CC(C)[CH]CCCC,1
504,CCCC[CH]C[CH]C[CH]C[CH]C[CH]C[CH]CCCCC,1
505,CC[CH]C1CCC(C)C1C,1
506,CC[CH]C1CCC2(C)C(C)CCC2C1C(C)C,1
507,CCC[CH]C1CCC2(C)C(CC)CCC2C1CC,1
508,CCC[CH]C1CCC2(C)CCCC2C1CC,1
509,CCC[CH]C[CH]C,1
510,CCC[CH][CH]C(CC)C1CCCC1(C)CC,1
511,CCC[Hg],1
512,CCP(=[Au])(CC)CC,1
513,CCCCCC1CCCCC1,1
514,CC[CH]C1CCC2(C)[CH]C(CC)CC2C1CC,1
515,CC[CH]C1CCCC1(C)C,1
516,CC[CH]C1CCCC1CC,1
517,CC[CH]CC(C)C(C)C,1
518,CC[CH]C(C)(C)C(C)[CH]C(C)C(C)CC,1
519,CC[CH]C(CC)C1CC(C)CC1(C)C,1
520,CC[CH]C(CC)C1CCCC1(C)C,1
521,CCCC(C)[CH]C(C)[CH][CH]C,1
522,CCCC(CC)C1CC(C)CC1(C)C,1
523,CCCC1(C)CCC(CC)C1C,1
524,CCC1[CH]C[CH]C1C,1
525,CCC1[CH][CH]CC(C)C1,1
526,CCC1[CH][CH]C[CH]1,1
527,CC[CH][CH]C,1
528,CC[CH][CH]C(CC)C1CCCC1(C)CC,1
529,CCCCC1C(C)CCC2C(C)(C)CCCC12C,1
530,CCCCC1CCCCC1,1
531,CCCC1(C)[CH]CCC1C(C)CC[CH]C(C)C,1
532,CCCC1CCC(C)CC1,1
533,CCCC1CCCC1,1
534,CCCCC(C)(C)CC,1
535,CCCC(C)CC(C)C,1
536,CCCC(C)CCCC(C)CCCC(C)C,1
537,CCC1C(C)CCC2C(C)(C)CCCC12C,1
538,CCC1C(C)CCCC1(C)C,1
539,CCC1CCC(C)C(CC)C1C,1
540,CCCCC(C)C(CC)CC,1
541,CCCCC(C)C1CCC2(C)C(C(C)[CH]CCC(C)C)[CH]CC2C1C,1
542,CCCCC(C)CCC,1
543,CCCCC(CC)CC,1
544,CCCCC(CC)CCCCC(C)C,1
545,C[CH]C1(CCC)CCC1,1
546,C[CH]C12CCC([CH]C1CC)C(C(C)C(C)(C)C)C2,1
547,CC[CH][CH][CH]C(C)CC,1
548,CC[Hg],1
549,CC[CH]CC(C)C(C)CC,1
550,CC[CH]CCC,1
551,CC[CH]CCCC,1
552,CCC1C(C(C)C)CCC2(C)CCCC12,1
553,CCC1CCC(CC)C1,1
554,CCC1CCC1(C)C,1
555,CCC1CCC2(C)C(C)CCC2C1CC,1
556,CCC1CCC2C3CCC4C[CH]CCC4(C)C3CCC12C,1
557,CCC1CCC2CC1C2(C)C,1
558,CCC1CCCC2(C)[CH][CH]CC12,1
559,CCC12CC3CC(CC(C3)C1)C2,1
560,CCC12CCC(C)C(C)(CCC(C)CC1C)C2,1
561,CCC(C)C1[CH]CC2(C)[CH]CCC2C1CC,1
562,CCC1[CH]CC2(C)[CH]C(C)CC2C1CC,1
563,CCC1C[CH]C1(C)C,1
564,CCC1C[CH]CCC1(C)[CH]CCC(C)C(C)C(C)CCCC(C)C,1
565,CCC1[CH]CC1(C)C,1
566,CCC1[CH]CC2(C)C(C)C(C)CC2C1CC,1
567,CCC1[CH]CC2(C)CC(C)CC2C1[CH]C,1
568,CCC1CCC(C)C(CC)C1CC,1
569,C[CH]CCC(C)(C)[CH]C[CH]C[CH]C,1
570,C[CH]CCC(C)C,1
571,C[CH]CCC(C)C(C)C(C)[CH]CCCC(C)[CH][CH]CC(C)C,1
572,C[CH]CCC(C)C1CCC2(C)C([CH]C)CCC2C1C,1
573,C[CH]CC(C)CCCC(C)[CH]CC,1
574,C[CH]CC(C)C[CH][CH]CC(C)C,1
575,CCC(C)C1[CH]CC2(C)C(C)CCC2C1CC,1
576,CCC(C)C1[CH]CC2(C)C[CH]CC2C1CC,1
577,CC[CH][CH]CC,1
578,C[CH]C[CH]CCC([CH]C)[CH][CH]CC,1
579,C[CH]C[CH]CCCCC(C)[CH]C(C)CC,1
580,C[CH]C[CH]CCCCC(C)[CH]C1CCCCC1,1
581,C[CH]C[CH]CCCCC(C)[CH]CC,1
582,C[CH]CCC(C)C1CCC2(C)[CH][CH]CC2C1C,1
583,C[CH]CCC[CH]CCCCC,1
584,C[CH]CC[CH]C,1
585,CCC1(C)C(C)CCC2C(C)C(C)CCC21,1
586,CCC1(C)C(C)CCC2C3CCC(C)C3(C)CCC21,1
587,CCC1(C)C(C)CCC2C3CC[CH]C3(C)CCC21,1
588,CCC1(CC)CCCC1,1
589,CCC(C)[CH][CH][CH]C(C)[CH]C(C)[CH]CCCCC(C)[CH]CCC(C)[CH][CH]C[CH][CH]C(C)CC(C)CC,1
590,CCC(CC)(CC)C1CCCCC1,1
591,CCC(CC)C(C)(C)C,1
592,CCC(CC)C(C)(C)CC,1
593,C[CH][CH][CH]C(C)C[CH][CH]C(C)[CH]C,1
594,C[CH][CH]C(C)C[CH]C,1
595,C[CH][CH]C(C)[CH]C(C)CC(C)C,1
596,CC1[CH]C[CH]C1,1
597,CC1[CH][CH][CH][CH]C1,1
598,CCC(CCC(C)C1(C)[CH]C2CC(C)(C)CCC2CC1)C(C)C,1
599,CCC([CH])(CC)CCC,1
600,CCC([CH]C(C)C)CC,1
601,C[CH][CH][CH]CC(C)C,1
602,C[CH][CH][CH]CCCC,1
603,C[CH][CH][CH][CH]CC,1
604,C[CH][CH][CH][CH]CCC,1
605,C[CH][CH][CH][CH][CH]C,1
606,C[CH][CH]CCC,1
607,C[CH][CH]CCCCCCCCCCCCCCC,1
608,C[CH][CH][CH]C(C)C[CH]C,1
609,C[CH]CC([CH]C(C)[CH]C)CC,1
610,C[CH]CC1C(C(C)CC)[CH]CC2(C)[CH]CCC12,1
611,C[CH]CC1CCCC1,1
612,C[Hg],1
613,C[V]C,1
614,C[Zr],1
615,N1=PN=PN=P1,1
616,C[CH][CH][CH]CC,1
617,CC1CCC1(C)C,1
618,CC1CCC2(C)C(CCC3C4CC[CH]C4(C)CCC32)C1,1
619,CC1CCC23CC1C(C)(C)C2CCC3C,1
620,CCC(C)C1CCC2(C)[CH]CCC2C1C,1
621,CCC(C)C1CCC2C3CCC4C[CH]CCC4(C)C3CCC12C,1
622,CCC(C)C1CCC2C3CCC4C[CH]CCC4(C)C3C[CH]C12C,1
623,CCC(C)C1CCC2C3[CH]CC4C[CH]CCC4(C)C3CCC12C,1
624,CCC(C)C1CC[CH]C1(C)CC[CH]C1(C)CC[CH]C(C)C1C,1
625,O=C1C2=CC=CC=C2OC2=NC=CC=C12,1
626,O=C1C2=CC=CC=C2SC2=CC=CC=C12,1
627,O=C1C=C1,1
628,O=C1C=CC(=O)NN1,1
629,N=C1C=CNC(=O)N1,1
630,N=C1C=CNC=N1,1
631,N=C1NC(=O)C2=C(NC=N2)N1,1
632,CC1CCC1,1
633,C[CH][CH]C1CCCCC1,1
634,O=C1C=CN=C2SC=CN12,1
635,O=C1C=CC2=C(C=CC=C2)N1,1
636,O=C1C=CC2=CC=CC=C2S1,1
637,O=C1C=CC2=CN=CN=C2N1,1
638,O=C1C2=CC=CC=C2C(=O)C2=C1C=CC1=C2NC2=C(N1)C1=C(C=C2)C(=O)C2=CC=CC=C2C1=O,1
639,O=C1C2=CC=CC=C2NC2=CC=CC=C12,1
640,O=C1C2=CC=CC=C2OC2=CC=CC=C12,1
641,CCC(CC)C(CC)CC,1
642,CCC(CC)C1CCCCC1,1
643,CCC(C)CC(C)C,1
644,CCC(C)CC(C)[CH][CH]CC(C)[CH]C(CC)CC[CH]C(C)CCCC[CH]C(C)[CH]C(C)[CH][CH]C,1
645,CCC(C)[CH]C,1
646,CCC(C)C1[CH]C2CC[CH]C2(C)CC1,1
647,C[CH][CH]C(C)[CH]C(C)CC(C)[CH][CH]CC,1
648,C[CH][CH]C(C)[CH]C(C)CC[CH][CH]CC,1
649,O=C1C=CNC2=CC=CN=C12,1
650,O=C1NC=NC2=CNN=C12,1
651,O=C1NC=NO1,1
652,O=C1NN=C2C3=C(C=CN12)N=CC=C3,1
653,O=C1NN=C2C=CC=CN12,1
654,O=C1NN=CO1,1
655,O=C1NC2=NC=CC=C2O1,1
