,smiles,frequency
487,O=C1OC2=CC=CC3=C2C2=C(C=CC=C12)OC3=O,1
488,O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O,1
489,O=C1N[Se]C2=CC=CC=C12,1
490,CC(C)CCC1CCC1,1
491,O=C1NNC2=CC=CC=C12,1
492,O=C1NNC(=O)C2=CC=CC=C12,1
493,O=C1NN=NN1,1
494,O=C1NN=NC2=CN=CN12,1
495,CC(C)CCCC(C)C1CCC2C3CCC4C[CH]CCC4(C)C3CCC12C,1
496,O=C1NN=CS1,1
497,O=C1NN=CO1,1
498,O=C1NN=C2C=CC=CN12,1
499,O=C1NN=C2C3=C(C=CN12)N=CC=C3,1
500,O=C1NC=NO1,1
501,CC(C)CCCC(C)C1[CH][CH]C2C3CCC4C[CH][CH]CC4(C)C3CCC12C,1
502,O=C1NC=NC2=CNN=C12,1
503,CC(C)CCCC(C)CC(C)C,1
504,O=[Cr]=O,1
505,O=[Zr],1
506,C1CCC2C(C1)CCC1CCCCC12,1
507,CC(C)C1C[CH]CC1,1
508,[CH]1[CH]C2CCC1C2,1
509,[CH]1C[CH]C[CH]C[CH]C1,1
510,C1CCC2[CH]C[CH]C12,1
511,[CH]1C[CH]CCC[CH]C1,1
512,C1CCCCCCC1,1
513,[CH]1CC1,1
514,[C-]#N.[Cu+],1
515,[C-],1
516,[Br-].[Na+],1
517,[Bi],1
518,[Be+2],1
519,[Ba],1
520,CC(C)(C1CCCCC1)C1CCCCC1,1
521,[Au-],1
522,[As]#[In],1
523,[As],1
524,CC(C)C(C)(C)C,1
525,[Ag+],1
526,S=C1NC=NC2=C1NC=N2,1
527,S=C1NC=NC2=C1N=CN2,1
528,S=C1NC=CS1,1
529,CC(C)C(C)C(C)C,1
530,CC(C)C1CCC(C)C1C,1
531,S=C1N=CNN1,1
532,S=C1N=CC=CN1,1
533,S=C1C=CSS1,1
534,CC(C)C1CCCCC1,1
535,CC(C)C1CC[CH]CC1,1
536,P#[In],1
537,[CH]CC(C)C[CH]C,1
538,[CH]CC1CCCC1,1
539,[CH]CC(CC)C(C)(C)C,1
540,[N-]=[N+]=[N-],1
541,C1=CC2=CNN=C2C=C1,1
542,C1=CC2=NC=C3N=CNC3=C2C=C1,1
543,C1=CC2=NN=CN2C=C1,1
544,[Mn+],1
545,C1=CC2=NSN=C2C=C1,1
546,C1=CC2=[N+]C=CN2N=C1,1
547,[Li+],1
548,[In],1
549,[I-].[K+],1
550,C1=CC=C2C(=C1)C1=CC=CC3=CC=C4C=CC=C2C4=C31,1
551,[Hg+2],1
552,[H]C([H])([H])[CH]C,1
553,[H+],1
554,[Ge],1
555,C1=CC=C2C(=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34,1
556,[Fe-],1
557,[Fe-2],1
558,C1=CC=C2C(=C1)C=CC1=C2C=C2C=CC=CC2=C1,1
559,[Fe+2],1
560,[Dy],1
561,[Cu],1
562,[Cr],1
563,[Cr+3],1
564,C1=CC=C2C(=C1)C=CC1=C2N=C2C=CC=CN21,1
565,[Co+2],1
566,[Cl+3],1
567,[Cd],1
568,[Cd+2],1
569,[Ca],1
570,C1=CC2=CN=NC=C2C=C1,1
571,C1=CC2=CC=[N+]C=C2C=C1,1
572,[CH]CC(C[CH])C(C)CC,1
573,C1=CC2=CC=NN2C=C1,1
574,C1=CC2=C(C=C1)C=CC=C2,1
575,[Yb],1
576,[TlH2+],1
577,C1=CC2=C(C=C1)N1C=NN=C1S2,1
578,[Ti+2],1
579,[Sr+2],1
580,C1=CC2=C(C=C1)NN=C2,1
581,[SnH2+2],1
582,C1=CC2=C(C=C1)NN=N2,1
583,C1=CC2=C(C=C1)OC=C2,1
584,C1=CC2=C(C=C1)SN=N2,1
585,C1=CC2=C(C=CS2)C=N1,1
586,[SbH6+3],1
587,C1=CC2=C(C=N1)NC=C2,1
588,C1=CC2=C(N=C1)NN=C2,1
589,C1=CC2=C(N=CN=C2)N1,1
590,[Pd],1
591,[PbH2+2],1
592,C1=CC2=C3N=CNC3=CC=C2N=C1,1
593,C1=CC2=CC=C(C=CN=CC=C3C=CC(=CC=N1)[N-]3)[N-]2,1
594,[O+],1
595,C1=CC2=CC=C3C4=C(C=CC=C4)C=C4C=CC(=C1)C2=C43,1
596,[Ni+2],1
597,[Nd],1
598,C1=CC2=CC=C3C=CC4=CC=C5C=CC=C6C(=C1)C2=C3C4=C56,1
599,[Na+].[Na+],1
600,C1=CC2=CC=NC=C2C=C1,1
601,[NH4+],1
602,C1=CC2=CC=NC=C2O1,1
603,[Ca+2].[Cl-].[Cl-],1
604,C1=CC=C2C(=C1)C=CC1=C3C=CC=CC3=CC=C21,1
605,C1=CC=C2C(=C1)C=CC1=CC3=C(C=CC4=CC=CC=C43)C=C12,1
606,[CH][CH][CH][CH][CH][CH]C,1
607,C1=CN2N=CC=NC2=N1,1
608,[CH]CC[CH][CH]CCC[CH][CH]CC[CH]C[CH]C[CH]C,1
609,[CH]CC[CH][CH]C,1
610,[CH]CC[CH]CCCC,1
611,[CH]CC[CH]C1CCC2(C)CCCC2C1CC,1
612,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,1
613,[CH]CCC[CH],1
614,[CH]CCCC1CCC2(C)[CH]CCC2C1CC,1
615,C1=CN=C2NC=NC2=C1,1
616,C1=CN=C2NN=CC2=C1,1
617,[CH]CCC(C)[CH][CH]C,1
618,[CH]CCC(C)C1CCC2(C)[CH]CCC2C1CC,1
619,C1=CSN=C1,1
620,C1=CSN=N1,1
621,C1=C[CH-]C=C1.C1=C[CH-]C=C1.[Co+2],1
622,[CH]CC1[CH]CCC1,1
623,[CH]CC1[CH]C1,1
624,C1=C[CH-]C=C1.C1=C[CH-]C=C1.[Cr+2],1
625,O=C1NC=NC2=C1NC=N2,1
626,C1=C[CH-]C=C1.C1=C[CH-]C=C1.[Fe+2],1
627,C1=C[CH-]C=C1.C1=C[CH-]C=C1.[Ni+2],1
628,C1=C[N+]=CC=N1,1
629,C1=C[N+]=CN=C1,1
630,[CH]CC1C(C(C)CC)[CH]CC2(C)C[CH]CC12,1
631,[CH]CC1(C)[CH]C[CH]C2C3(C)CC[CH]C(C)C3CCC21C,1
632,[CH]CC1(C)CCCC1[CH]CC,1
633,C1=NC=C2C=NNC2=N1,1
634,[CH]CC([CH])CC,1
635,[CH]CC([CH])(C)C,1
636,[CH]C[CH]C([CH])CC,1
637,[CH]C[CH]CC,1
638,[CH]C[CH]CCC,1
639,[CH][CH]C[CH]C,1
640,[CH][CH][CH][CH][CH]C[CH][CH],1
641,C1=CC=C2C(=C1)C=CC1=NC=CC=C12,1
642,C1=CC=C2C(=C1)C=[N+]C1=C3C=CC=CC3=CC=C21,1
643,C1=CC=C2C(=C1)C=[N+]C1=CC=CC=C12,1
644,[CH][CH][CH][CH]C(C)C,1
645,C1=CC=C2C(=C1)NC1=C3NC4=CC=CC=C4C3=CC=C21,1
646,C1=CC=C2C(=C1)NC1=CN=CC=C12,1
647,[CH][CH][CH]C[CH],1
648,C1=CC=C2C(=C1)OC1=C2C=CC=C1,1
649,C1=CC=C2C(=C1)OC1=CC=CC=C12,1
650,C1=CC=C2C(=C1)SC1=CC=CC=C12,1
651,C1=CC=C2C=C3C4=CC=CC=C4C4=CC=CC=C4C3=CC2=C1,1
652,[CH][CH]C[CH]CCC[CH][CH][CH]C[CH],1
653,[CH][CH]C[CH],1
654,C1=CC=[NH+]C=C1,1
655,[CH][CH]CC[CH][CH]C,1
656,[CH][CH]CC[CH]CC,1
657,[CH][CH]CC[CH]C,1
658,[CH][CH]CC[CH],1
659,[CH][CH]CCC,1
660,[CH][CH]CC(C)C,1
661,C1=CC=C2[N+]=C3C=CC=CC3=CC2=C1,1
662,C1=CC=C2[N+]=CC=[N+]C2=C1,1
663,[CH][CH]C(C)[CH][CH]C,1
664,[CH][CH]C(C)[CH]C,1
665,[CH]C[CH][CH][CH]CCC[CH]C[CH][CH]CC[CH]C[CH]C,1
666,C1=CC=NN=C1,1
667,[CH]C[CH][CH]C([CH]C)CC[CH]C[CH]C,1
668,O=C1NC=NC2=C1NN=C2,1
669,O=C1NC(=O)C2=CNN=C2N1,1
670,O=C1NC=NC2=C1N=NN2,1
671,CCC[CH]C1CCC2(C)C(CC)CCC2C1CC,1
672,CC[CH]C1CCC(C)C1C,1
673,CCC(C)C1CCC2(C)[CH]CCC2C1C,1
674,CC[CH]C(CC)C1CCCC1(C)C,1
675,CC[CH]C(CC)C1CC(C)CC1(C)C,1
676,CCC(C)C1CCC2C3CCC4C[CH]CCC4(C)C3CCC12C,1
677,CC[CH]C(C)(C)C(C)[CH]C(C)C(C)CC,1
