,smiles,frequency
129,C1=CC2=CN=CC=C2N=C1,8
130,CC1CCCCCC1,8
131,O=C1C=NNC(=O)N1,8
132,C1=CN=C2N=CN=CC2=C1,8
133,[CH]1CC[CH]CC1,8
134,C1=CC2=C(C=CS2)C=N1,8
135,C1=CC=C2SC=CC2=C1,8
136,C[CH]CC(C)C,8
137,O=C1NC2=CC=CC=C2N1,7
138,C1=NC=C2N=NNC2=N1,7
139,[CH]1[CH]C1,7
140,O=C1C=CN=C2C=CC=CN12,7
141,CC1CCCC1,7
142,C1=CC2=CNN=C2C=C1,7
143,C1=CC2=CN=CN=C2N1,7
144,CCCCCCC,7
145,CC[CH]C(CC)CC,6
146,C[CH]C(CC)CC,6
147,[CH]1C2CC3CC1CC(C3)C2,6
148,O=C1C=CC2=CN=CN=C2N1,6
149,[CH]1[CH][CH]C[CH]1,6
150,B,6
151,C1=CC=[N+]C=C1,6
152,C1=NC=NC2=C1C=NN2,6
153,C1=CC2=CN=CN=C2S1,6
154,C1=CN=C2SC=CC2=C1,6
155,C1=CC=C2C=NN=CC2=C1,6
156,C1=CC2=C(C=CS2)N1,6
157,O=C1NC2=CN=CN=C2N1,5
158,C1=CC=C2C(=C1)SC1=C2C=CC=C1,5
159,C1=CC2=CN=CN=C2N=C1,5
160,[CH]CCCC,5
161,C1=CC2=NC=CN2N=C1,5
162,C1=CC2=NC=NN2C=C1,5
163,O=C1C=CNC2=C1C=CC=C2,5
164,[CH]C[CH]C,5
165,[CH]CC(CC)CC,5
166,CCCC(C)CC,5
167,C1=NC=C2C=NNC2=N1,5
168,CCCC(CC)CC,5
169,C1=CC=C2ON=CC2=C1,4
170,C1=CC2=NC=NC=C2S1,4
171,C1=CN=C2N=CN=CC2=N1,4
172,C1=NC=C2SC=NC2=N1,4
173,CC1[CH][CH][CH]C1,4
174,[CH][CH],4
175,[CH][CH]CCC,4
176,O=C1NC(=O)C2=C(N=CN2)N1,4
177,C1=NC=NS1,4
178,O=C1NC=NC2=NC=CC=C12,4
179,O=C1C=CN=C2NC=CN12,4
180,I,4
181,CC1CCC1,4
182,CCCCC(C)CC,4
183,C1CCCCCC1,4
184,O=C1N=CSN1,4
185,C1=CSN=C1,4
186,C1=CC2=C(C=C1)NC=N2,4
187,[N+],4
188,[CH]1C[CH]CCC1,4
189,CC1CCC(C)C1(C)C,4
190,O=C1NC(=O)C2=CNC=C2N1,4
191,C1=CC2=NC=CN=C2C=C1,3
192,C1=CC2=NON=C2C=C1,3
193,C[CH]C[CH][CH]C([CH]C)CC[CH]C[CH]C,3
194,C[CH]C[CH]C,3
195,C1=CC=C2N=NC=CC2=C1,3
196,C[CH]C(C)C,3
197,O=C1NC=NC2=C1C=NN2,3
198,CCC(CC)C(C)C,3
199,C1=CC2=NN=CN2C=C1,3
200,O=C1NN=CO1,3
201,CCCCCCCC,3
202,[CH]CC1CCCC1,3
203,C1=CC=C2N=CC=NC2=C1,3
204,CCCCC(C)C,3
205,C1=CC2=C(N=CN=C2)S1,3
206,C1=NC=C2N=CNC2=C1,3
207,O=C1C=CNC2=NC=NN12,3
208,O=C1C=CNN1,3
209,O=C1NC(=O)C2=C(N1)C(=O)NC=C2,3
210,O=C1C=COC2=C1C(=O)NC1=CC=CC=C12,3
211,C1=CC2=CC=NC=C2C=C1,3
212,C1=CC2=C(C=C1)OC=N2,3
213,CC1(C)CC[CH]CC1,3
214,O=C1C=NC=CN1,3
215,C1=NC=C2N=CSC2=N1,3
216,C1=CN=C2C=CC=NC2=C1,3
217,C1=CC2=C(C=C1)OC=C2,3
218,O=P,3
219,O=C1SNC2=CC=CC=C12,3
220,C1=CC2=CN=CC=C2S1,3
221,N=S,3
222,C1=CC=C2C(=C1)C=NC1=CNN=C12,2
223,C[CH]C(C)CC,2
224,O=C1C=COC=C1,2
225,CCCCCCCCC,2
226,CC[CH]C(C)C,2
227,O=C1NC=NC2=C1OC1=CC=CC=C12,2
228,CC[CH]CCC,2
229,O=C1C=CNC2=NC=CC=C12,2
230,CCCCCC(C)C,2
231,N=N,2
232,O=C1N=CC=CN1,2
233,O=C1C=CC2=CC3=C(C=C2O1)OC=C3,2
234,O=C1NC=CC2=C1C=NO2,2
235,C[CH][CH]C[CH]C,2
236,C1=CC2=CC=NN2C=C1,2
237,O=C1C=CC1=O,2
238,O=C1NC(=O)C2=CC=CC=C2N1,2
239,O=C1C=CC2=C(N=CN=C2)N1,2
240,[CH][CH]CC([CH]C)CC,2
241,[CH]C[CH]CC,2
242,O=C1NC=NC2=C1C=CS2,2
243,C[CH]CCCC,2
244,O=C1NC(=O)C2=C(NC=N2)N1,2
245,O=C1C=CC=CC=C1,2
246,N=C1C=CNC2=CC=CC=C12,2
247,C1=CC2=C(N=C1)SC=C2,2
248,C1=NC=NC2=C1NC=N2,2
249,O=C1C=NC2=CN=CN=C2N1,2
250,CC1CCC(C)CC1,2
251,C1CC[CH]CC1,2
252,C1[CH]C1,2
253,CCC(C)C1CCC2(C)[CH]CCC2C1CC,2
254,C1=CC=C2NN=NC2=C1,2
255,C1=CN=C2SC3=C(N=CN=C3)C2=C1,2
256,[CH]CC(C)(C)C,2
257,CCC(C)(C)C,2
258,C=[N+],2
259,C1=CC=NN=C1,2
260,C1=CN=C2NN=CC2=C1,2
261,C1=CN=C2N=COC2=C1,2
262,CC1C[CH]CC[CH]C1,2
263,C1=CN2C=CN=C2C=N1,2
264,CC(C)CC(C)C,2
265,C1=CN=C2C=CNC2=C1,2
266,S=C1NC=CN1,2
267,CCCC1CCCCC1,2
268,CC1CC1C,2
269,CC1CC12CC2,2
270,C1=CN=C2C=CC=[N+]C2=C1,2
271,C1=CC=C2N=C3C=CC=CC3=CC2=C1,2
272,C1=CN2N=CN=CC2=C1,2
273,[CH]C(CC)C(C)[CH]C,2
274,C1=NON=C1,2
275,C1=NC=C2N=CC=NC2=N1,2
276,[CH]C(C)CC,2
277,CCC1[CH]CC2(C)CCCC2C1C[CH]C,2
278,C1=CSN=N1,2
279,C1CC2CCC1CC2,2
280,[CH]1[CH]C2CCC1C2,2
281,[CH]1C[CH]CC1,2
282,CCCC(C)(CC)CC,2
283,CCC1CCCCC1,2
284,C1=NC=NC2=C1N=CS2,2
285,CCC1CCC(C)CC1,2
286,C1=NSN=C1,2
287,O=C1N=CC2=CC=CC=C2N1,1
288,[CH][CH]C(C)C,1
289,[CH]CC(C)(CC)CC,1
290,[CH]1[CH]CCCCC1,1
291,[CH]CC(C)(C)CCC,1
292,[CH]1C[CH]C1,1
293,[CH]C(C)[CH]C(C)[CH]C(C)[CH][CH]C,1
294,[CH]CC(C)(C)CC,1
295,[CH][CH][CH][CH][CH]C,1
296,O=C1N=CNC2=C1N=CN2,1
297,[CH][CH]CCCC,1
298,[CH][CH][CH]C[CH]C,1
299,[CH]C(CC)CC,1
300,[CH]C1CC1,1
301,O=C1NC2=C(N=CN=C2)N1,1
302,O=C1N=NC2=CC=CC=C2N1,1
303,O=C1NC(=O)C2=C(C=CS2)N1,1
304,[CH]CCC(CC)CC,1
305,O=C1NC2=C(N=CN=C2)NC1=O,1
306,[CH]CC[CH],1
307,O=C1NC=NC2=C1N=CS2,1
308,O=C1NC=NC2=C1NC=C2,1
309,O=C1NC=NC2=C1NN=C2,1
310,O=C1NN=C2C=CC=CN12,1
311,[CH]CC[CH]CC,1
312,[CH]CC([CH]C1C(C)[CH]C[CH]C1C)C(C)C,1
313,O=C1NN=C2C3=C(C=CN12)N=CC=C3,1
314,O=C1NC=NO1,1
315,O=C1NN=CC2=CSC=C12,1
316,O=C1NC=NC2=C1OC=C2,1
317,[CH]CC1CCCCC1,1
318,O=C1NC=NC2=NC=CN=C12,1
319,O=C1NC=NC2=C1SC1=C2C=CC=N1,1
320,[CH]CCCCC,1
321,[CH]CC1[CH]CCC1,1
322,[CH]1[CH][CH]C[CH]C[CH]1,1
323,O=C1NC=NC2=C1N=CN2,1
324,O=C1NC=NC2=C1C=NS2,1
325,[CH]CC(C)CC,1
326,O=C1OC=CC2=CC=CC=C12,1
327,O=C1NC2=CC=CC=C2O1,1
328,O=C1NC2=CN=C3C=CC=CC3=C2N1,1
329,O=C1OC=CO1,1
330,O=C1NC=CC2=C1C=CC=C2,1
331,[CH]CC(C)[CH][CH]C,1
332,[CH]C[CH][CH]C([CH]C)CC[CH]C[CH]C,1
333,[CH]C[CH][CH]C,1
334,O=C1N[Se]C2=CC=CC=C12,1
335,O=C1NN=NC2=C1SC=C2,1
336,O=C1NC=CC2=CN=CN=C12,1
337,O=C1NC=CC2=NC=CC=C12,1
338,O=C1NC=NC2=C1C=CC=C2,1
339,O=C1NSC2=CC=CC=C12,1
340,O=C1NNC2=NC=CC=C12,1
341,O=C1NNC(=O)C2=C1NC1=CC=CC=C12,1
342,O=C1NN=NC2=CN=CN12,1
343,[CH]CC1[CH][CH]CCC1C,1
344,CCC1[CH]CC2(C)CC(C)CC2C1CC,1
345,O=C1C=NC2=CC=CN=C2N1,1
346,C1=NC=C2SC=NC2=C1,1
347,C1=CN2C=NC=C2C=N1,1
348,C1=CN=C2C=CN=CC2=C1,1
349,C1=CN=C2N=CNC2=C1,1
350,C1=CN=C2N=CSC2=C1,1
351,C1=CN=C2NN=NC2=N1,1
352,C1=CN=C2OC3=CN=CN=C3C2=C1,1
353,C1=CN=C2SC=NC2=C1,1
354,C1=CN=C[N+]=C1,1
355,C1=CN=NC=N1,1
356,C1=C[N+]=CN=C1,1
357,C1=NC=C2C=NNC2=C1,1
358,C1=NC=C2N=CN=CC2=N1,1
359,C1=NC=C2N=CSC2=C1,1
360,C1=NC=NC2=C1C=NO2,1
361,CC12CC3CC(C1)CC(C)(C3)C2,1
362,C1=NC=NC2=C1N=NN2,1
363,C1=NC=NC2=CC=NN12,1
364,C1=NC=NN=C1,1
365,C1=NC=[N+]S1,1
366,C1=NN=C2NN=CC2=C1,1
367,C1=NN=C2SC=NN12,1
368,C1CC2CC2C1,1
369,C1CC2CCC1C2,1
370,C1CCC(C2CCCCC2)CC1,1
371,C1CCCCCCC1,1
372,CC(C)CCC1CCC1,1
373,CC1(C)CC1,1
374,CC1(C)CCCC1,1
375,C1=CN2C=CSC2=N1,1
376,C1=CN2C=CN=CC2=C1,1
377,C1=CN2C=CN=C2N=C1,1
378,C1=CC=C2C(=C1)NC1=CN=CC=C12,1
379,C1=CC2=C(C=C1)N1C=NN=C1C=C2,1
380,C1=CC2=C(C=C1)NN=N2,1
381,C1=CC2=C(C=C1)ON=C2,1
382,C1=CC2=C(C=C1)SC=C2,1
383,C1=CC2=C(C=NC=N2)S1,1
384,C1=CC2=C(N=CN=C2)O1,1
385,C1=CC2=C3C=CSC3=CC=C2N=C1,1
386,C1=CC2=CC=C3N=CC=NC3=C2C=C1,1
387,C1=CC2=CC=CN2N=C1,1
388,C1=CC2=CC=NC=C2C=N1,1
389,C1=CC2=CC=NC=C2N=C1,1
390,C1=CC2=CN=CC=C2C=N1,1
391,C1=CC2=CN=CC=C2N1,1
392,C1=CC2=CN=CN=C2O1,1
393,C1=CC2=NC=C3N=CSC3=C2C=C1,1
394,C1=CC2=NN=NN2N=C1,1
395,C1=CC2=NNC=C2C=N1,1
396,C1=CC2=NNN=C2C=C1,1
397,C1=CC2=NSN=C2C=C1,1
398,C1=CC=C2C(=C1)C=CC1=NN=CN21,1
399,C1=CC=C2C(=C1)C=[N+]C1=CNN=C12,1
400,C1=CC=C2C(=C1)N=CC1=CC=NC=C12,1
401,C1=CC=C2C(=C1)N=CC1=NC=CN21,1
402,C1=CC=C2C(=C1)N=CC1=NC=NC=C21,1
403,C1=CC=C2C(=C1)N=CN1N=CN=C21,1
404,C1=CC=C2C(=C1)NC1=C2C=CC=C1,1
405,C1=CC=C2C(=C1)NC1=CC=NC=C12,1
406,CC1(C)CCCCC1,1
407,CC12CCC(CC1)CC2,1
408,O=C1C=NC2=C(N=CN=C2)N1,1
409,O=C1C=C2NNC(=O)C2=CN1,1
410,C[CH]CCC(C)C(C)C(C)[CH]CCCC(C)[CH][CH]CC(C)C,1
411,C[CH]CC[CH]C,1
412,C[CH][CH]C(C)[CH]C(C)C[CH]C,1
413,C[CH][CH]C(C)[CH]CC,1
414,C[CH][CH]CCC,1
415,C[CH][CH]CCCCCC,1
416,C[CH][CH][CH][CH]C,1
417,N=C1NC2=CC=CC=C2N1,1
418,O=C1C2=CC=CC=C2N=C2C=CC=CN12,1
419,O=C1C2=CC=CC=C2OC2=C1C=CC=C2,1
420,O=C1C2=CC=CC=C2OC2=CC=CC=C12,1
421,O=C1C2=CC=CC=C2OC2=NC=CC=C12,1
422,O=C1C=C2C=CC=NN2C=N1,1
423,O=C1C=CC(=O)C2=C(C=CC=C2)N1,1
424,CC12[CH]CCC1C1CCC3C[CH]CCC3C1CC2,1
425,O=C1C=CC(=O)C2=CC=CC=C2N1,1
426,O=C1C=CC2=C(C=CC=C2)N1,1
427,O=C1C=CC2=C(C=CN=C2)N1,1
428,O=C1C=CC2=C(N1)SC=C2,1
429,O=C1C=CC2=CC=CN=C2N1,1
430,O=C1C=CC=C2C=CC=CN12,1
431,O=C1C=CC=CC2=CC=CC=C12,1
432,O=C1C=CC=NN1,1
433,O=C1C=CN2N=CC=CC2=N1,1
434,O=C1C=CN=C2C3=CC=CC=C3C=CN12,1
435,O=C1C=CNC(=S)N1,1
436,O=C1C=CNC2=C1C=CC=N2,1
437,O=C1C=CNC2=C1C=CS2,1
438,C[CH]CC1C(C(C)CC)[CH]CC2(C)[CH]CCC12,1
439,C[CH]C1CCCC1,1
440,C[CH]C1CC1,1
441,C[CH]C(C)CCC,1
442,CC1C2CCC(C2)C1(C)C,1
443,CC1CC(C)CC(C)C1,1
444,CC1CCCC(C)(C)C1,1
445,CC1C[CH][CH]CC1,1
446,CC1[CH]C1C,1
447,CCC(C)C(C)C,1
448,CCC(C)C(C)CC,1
449,CCC(C)C(CC)CC,1
450,CCC(C)C1CCC2(C)CCCC2C1CC,1
451,CCC(C)C1[CH]C2CCC(CC)C2(C)CC1,1
452,CCC(C)[CH]C(CC)C1CCCC1(C)C,1
453,CCC(CC)C(CC)CC,1
454,CCC12CC3CC(CC(C3)C1)C2,1
455,CCC1CC1,1
456,CCC1CCC(C)C(CC)C1C,1
457,CCC1CCCCC1C,1
458,CCC1[CH]CCC(C)C1CC,1
459,CCC1[CH]CCC2(C)[CH]CCC12,1
460,CCC1[CH][CH]CC1,1
461,CCCC(C)(C)C,1
462,CCCC(C)CC(C)CC(C)C,1
463,CCCC1CCCC1,1
464,CCCC1C[CH][CH]CC1,1
465,CCCCCCC(C1CCCCC1)C1CCCCC1,1
466,CC[CH]C,1
467,CC[CH]CC,1
468,C[CH]C(C)C(C)CC,1
469,[Si],1
