,smiles,frequency
92,C1=CN=C2C=CC=CC2=C1,24
93,C1=CC2=C(C=C1)N=CC=C2,24
94,[P-],24
95,[CH]CCCC,23
96,[CH]C[CH][CH][CH]C,23
97,[B-],23
98,O=C1NC(=O)C2=C(N=CN2)N1,23
99,[CH]1C[CH]CC[CH]C1,22
100,CCCCCCCCCCCCCCC,21
101,O=C1C=COC2=C1C=CC=C2,21
102,O=C1C=CNC2=C1C=CC=C2,20
103,C[CH]CCC,20
104,C1=CC2=C(C=C1)SC=N2,19
105,[Sn],19
106,C1=CC=C2NC=NC2=C1,19
107,CCC1[CH]CC2(C)CC(C)CC2C1CC,18
108,O=C1N=CC=CN1,17
109,CCC(C)(C)C,17
110,[P+],17
111,CC(C)CCCC(C)C,17
112,[CH]C[CH]C,17
113,[CH]1[CH][CH]C[CH][CH]1,17
114,[CH]CC(C)[CH][CH]C,16
115,CC(C)CC(C)(C)C,16
116,CCCCCCCCCCCCC,16
117,O=C1C=CC2=C(C=CC=C2)O1,16
118,[NH4+],15
119,O=C1C=CNC2=CC=CC=C12,15
120,C=[N+],15
121,CC1CCCCC1,15
122,[CH]C[CH][CH]C,14
123,CCC1CCCCC1,14
124,O=C1C=CC=CN1,14
125,CCC1[CH]CCC2(C)[CH]CCC12,13
126,CCCCCCCCCCCCCCCCCC,13
127,C[CH][CH][CH]C,13
128,C[CH][CH]C,13
129,C1=NN=CN1,12
130,CCCCCCCCCCCCCCCCC,12
131,CCC(C)C1CCC2(C)[CH]CCC2C1CC,12
132,P,12
133,CCC(C)C1[CH]CC2(C)CCCC2C1CC,12
134,[CH][CH][CH]C[CH]C,12
135,C1=CC=C2SC=NC2=C1,12
136,CC[CH][CH][CH]C,11
137,[CH][CH]C([CH][CH]C)CC,11
138,CC1(C)CC1,11
139,C1=NN=CS1,11
140,O=C1C=CNN1,11
141,CCC(CC)CC,11
142,C1=CC2=C(C=C1)OC=C2,10
143,[Hg],10
144,O=C1C=CC2=CC=CC=C2O1,10
145,[CH]1[CH][CH][CH][CH][CH]1,10
146,C[CH],10
147,C1=CC=C2C=C3C=CC=CC3=CC2=C1,10
148,CC1CC1,10
149,[Al],9
150,O=[As],9
151,CC12[CH]CC(CC1)C2(C)C,9
152,C1=COC=N1,9
153,O=C1NC(=O)NC(=O)N1,9
154,CC(C)C(C)C,9
155,[OH-],9
156,C[CH][CH]C[CH]C,9
157,CCC1[CH]CC2(C)C[CH]CC2C1CC,9
158,O=C1NC2=C(C=CC=C2)N1,9
159,CC1(C)[CH][CH]1,8
160,CC1CCC(C(C)C)CC1,8
161,[Zn+2],8
162,B,8
163,CCC1[CH]CC2(C)CCCC2C1CC,8
164,C[CH][CH]C(C)[CH]CC,8
165,CCCC(C)CC,8
166,C[CH]C[CH]C,8
167,CCCCCC(C)C,8
168,C[CH]C(C)C,8
169,C1=CC2=CN=CN=C2C=C1,8
170,CC1CCCC1,7
171,C1=CC=C2C=NN=CC2=C1,7
172,C[CH][CH]CC,7
173,C1=CC2=NNN=C2C=C1,7
174,O=C1NC=NN1,7
175,C[CH]C(C)C(C)CC,7
176,C1=NC=NO1,7
177,[CH]CC1C(CC)[CH]CC2(C)CC(C)CC12,7
178,[CH]C(C)CC,7
179,[CH]CC1[CH][CH][CH]CC1C,7
180,CCC(C)C(C)C,7
181,[CH][CH]C(C)C,7
182,CCC(C)CCCC(C)CCCC(C)CCCC(C)C,7
183,[CH]1CC[CH]CC1,6
184,CCC(C)CCCC(C)C,6
185,O=C1C=CC=NN1,6
186,[CH][CH]CC([CH]C)CC,6
187,[Se],6
188,O=C1C=CNC=N1,6
189,CC(C)(C)C1CCCCC1,6
190,CCCC(C)CCC,6
191,C[CH][CH]C(C)[CH]C(C)C[CH]C,6
192,[Na+].[Na+].[Na+],6
193,CC1CCC(C)CC1,6
194,C[CH]C1CC[CH]C1(C)CCC,6
195,CC12[CH][CH]CC1C1CCC3C[CH][CH]CC3(C)C1CC2,6
196,CC1[CH][CH]C[CH]1,6
197,[CH]1[CH][CH]C[CH]C[CH]1,6
198,CC[CH]C(C)C,6
199,CC[CH]C1CCC2(C)[CH]CCC2C1CC,6
200,C1=CC=C2C(=C1)NC1=C2C=CC=C1,6
201,C1=CC2=C(C=C1)C=NC=C2,6
202,O=C1NC=NC2=C1N=CN2,5
203,CC1C[CH]C(C)(CCC(C)C2(C)[CH]C3(C)CC[CH]C(C)(C)C3CC2)CC1,5
204,[CH][CH][CH]C,5
205,CCC1[CH]CCC2(C)CCCC12,5
206,[CH][CH]CC,5
207,[CH]CCCCC,5
208,[CH]CC(C)CC,5
209,CCCC1CCCCC1,5
210,[CH]C(CC)C([CH]C)CC,5
211,[CH]C(C)[CH]C(C)[CH]C(C)[CH][CH]C,5
212,[CH]C(C)(C)C,5
213,C1=CN=NC=C1,5
214,C1CCC1,5
215,[CH][CH][CH][CH],5
216,C1=CC2=NC=CN2C=C1,5
217,C1=CC2=NC=CN=C2C=C1,5
218,CC12[CH]CCC1C1CCC3C[CH]CCC3(C)C1C[CH]2,5
219,O=C1NC=NC2=C1C=CC=C2,5
220,C[CH]C1[CH]C[CH]C(CC)[CH]1,5
221,O=C1C=CSN1,5
222,C1=CC=C2C(=C1)C=CC1=C2C=CC=C1,5
223,O=C1C=CN=CN1,5
224,O=C1C=CC=CO1,5
225,[CH][CH][CH]C(C)C,5
226,CCCCC(C)C,5
227,[CH][CH][CH][CH][CH],5
228,[S+],5
229,C1=CC2=C(C=C1)N=CN=C2,5
230,[Li+],5
231,[Na+].[Na+].[Na+].[Na+],5
232,C1=CC2=C(C=C1)NN=C2,5
233,CC(C)CC(C)C,5
234,C1=NN=CO1,5
235,CC(C)CCC(C)C,5
236,O=C1C=CNC(=S)N1,4
237,[O+],4
238,[CH][CH][CH][CH][CH][CH][CH]C,4
239,O=[Bi],4
240,C[CH]CCCCCC,4
241,[NH+],4
242,CC1CCCC(C)(C)C1,4
243,C[CH]C(C)CCC,4
244,C1=CC2=NC=NN2C=N1,4
245,CCC(C)C1CCC2(C)CCCC2C1CC,4
246,C[CH]C(CC)CC,4
247,O=C1C=CNC2=C1C=CC=N2,4
248,C[CH]C1CCCCC1CC,4
249,CC1CCCC1C,4
250,[Pt],4
251,O=C1C=CC=CC=C1,4
252,C[CH]CCC(C)C1CCC(C)C(CC)C1C,4
253,C[CH]CC(C)C,4
254,C1CC[CH]CC1,4
255,O=C1C=COC=C1,4
256,O=C1C=COC2=CC=CC=C12,4
257,[Bi],4
258,CC[CH]C1CCC2(CC)CCCC2C1CC,4
259,C1=CC2=C(C=C1)NN=N2,4
260,[K+].[K+],4
261,CCC1[CH]CC2(C)CCCC2C1C[CH]C,4
262,[CH]C[CH][CH],4
263,CCC1[CH]C[CH]C(CC)[CH]1,4
264,CCCC(C)(C)C,4
265,C1=CC2=C(C=C1)SC=C2,4
266,CCCC1(C)[CH]CCC1C(C)CCCC(C)C,4
267,[CH]CC(C)CCC,4
268,[CH]C1C(C([CH])C)CCC(C)C1CCCC,4
269,C1=CC2=C(C=C1)OC=N2,4
270,CC([CH])C[CH]C,4
271,C1=NC=C2N=CC=NC2=N1,4
272,C1=CSC=[N+]1,4
273,CC1(C)CCCC1,4
274,CC1(C)CCCCC1,4
275,C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C43,4
276,CCC(CC)C(C)C,4
277,[CH]1[CH]C1,4
278,CCC(C)CC(C)CC,3
279,C[CH]C[CH]CC,3
280,C1=CC=C2[N+]=CC=CC2=C1,3
281,C[CH]CCC[CH]C,3
282,C[CH]CCC(C)C1CCC2(C)[CH]CCC2C1C,3
283,C1=NC=NS1,3
284,CCC1CCCC1,3
285,CCC(C)C1[CH]C2CCCC2(C)CC1,3
286,C[CH]CC1C(C(C)CC)CCC2(C)CCCC12,3
287,C[CH][CH]CC(C)C,3
288,C1=CNN=N1,3
289,C[CH]C(C)CC1C[CH][CH]CC1,3
290,C1=NN=N[N-]1,3
291,CCCC(CC)CC,3
292,CC[CH]C1CCC2(C)CCCC2C1CC,3
293,CCCC1C[CH][CH]CC1,3
294,C[CH]C1CC[CH][CH]C1CC,3
295,C[CH][CH]C(C)[CH]C,3
296,C1=CC=C2N=C3C=CC=CC3=CC2=C1,3
297,C1=CC=C2OC=CC2=C1,3
298,[CH]1[CH]C[CH]CC[CH]1,3
299,[CH]C(C)CC(C)[CH][CH][CH]C,3
300,[CH]C(C)[CH]C,3
301,[CH]C1CCCCC1,3
302,C1=CC2=CC3=C(C=CC=C3)N=C2C=C1,3
303,[CH]CC1C(CC)[CH]CC2(C)C[CH]CC12,3
304,[CH]CC1[CH][CH]CCC1C,3
305,[CH]CC[CH]C,3
306,[CH]C[CH],3
307,[CH][CH]CCCC,3
308,[CH][CH]CC[CH]C,3
309,[CH][CH][CH],3
310,[Co+2],3
311,C1=CC2=C(C=C1)ON=C2,3
312,[Mg+2],3
313,[SiH],3
314,C1=CC2=C(C=C1)C1=C(C=CC=C1)N2,3
315,C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2,3
316,C1=CC2=CC3=C(C=CC=C3)[O+]=C2C=C1,3
317,[CH]1[CH]CC[CH]C1,3
318,C[CH][CH][CH]CCCCCC,3
319,[CH-],3
320,C1=CC=C2NN=CC2=C1,3
321,C1=CC=C2N=CN=CC2=C1,3
322,C=[N-],3
323,O=C1C=CC2=C(C=CC=C2)N1,3
324,O=C1C=CC2=CC=CC=C2N1,3
325,O=C1C=CN=C2C=CC=CN12,3
326,C1=CC=C2C(=C1)C=CC1=CC=CC=C12,3
327,O=C1C=NN=CN1,3
328,O=C1C=NNC(=O)N1,3
329,O=C1N=CNC(=O)N1,3
330,O=C1N=CNC2=C1N=CN2,3
331,O=C1NC(=O)C2=C(C=CC=C2)N1,3
332,O=C1NC2=CC=CC=C2O1,3
333,O=C1NN=CC2=CC=CC=C12,3
334,O=C1OC=CO1,3
335,[Au],3
336,[Ba+2],3
337,CCC(C)C1CCC2C3[CH]CC4C[CH]CCC4(C)C3C[CH]C12C,3
338,[Zn],3
339,C1CCC(C2CCCCC2)CC1,3
340,C=[O+],3
341,CC1(C)CCCC(C)(C)C1,3
342,C1CC2C3CCC(C3)C2C1,3
343,CC1CCC(C)C1(C)C,3
344,CC(C)CC[CH]C[CH],3
345,CCC(C)(C)C1CCCCC1,3
346,CC([CH])CCCC,3
347,CC1CCC2C3CCC(C)C(C)(C)C3CCC12C,3
348,C1CCCCCCCCCCC1,3
349,CCC(C)C(C)(C)C,3
350,CC([CH])C[CH]CC,3
351,CC([CH])[CH][CH]CC,3
352,C1C2CC3CC1CC(C2)C3,3
353,C1CCCCCC1,3
354,CC[CH]C(C)(C)C(C)[CH]C(C)C(C)CC,2
355,CC[CH]C1CC[CH]C1C,2
356,CC1CC[CH]CC1,2
357,[CH][CH]C[CH][CH]C,2
358,C1CC2CCCC2C1,2
359,O=C1C=CC2=CC3=C(C=C2O1)OC=C3,2
360,CC[CH]C,2
361,[CH][CH]C1CCCCC1,2
362,[CH][CH]C([CH])C,2
363,CC1C[CH]C1(C)C,2
364,C1=CC2=C(C=C1)[N-]C=N2,2
365,CC1C[CH]C(C(C)C)CC1,2
366,C1=CC=C2C(=C1)OC1=C2C=CC=C1,2
367,CC1CC2CC1C1CCC(C)C21,2
368,CC[CH]C1(C)CCCC(C)C1C,2
369,CC(C)C[CH][CH][CH]CC(C)C,2
370,O=C1C=CNC2=C1C=NC=N2,2
371,CC(C)CCCC(C)C1[CH]CC2C3CCC4C[CH]CCC4(C)C3CCC12C,2
372,[Cl+2],2
373,[Cr],2
374,[Cr+3],2
375,[Co+],2
376,CC(C)CC(C)[CH][CH]CC,2
377,O=C1C=CON1,2
378,C1=CC2=C(C=C1)SC=[N+]2,2
379,CCCCCCC(C)CC,2
380,[Cl+3],2
381,CC12CCC(C1)C(C)(C)C2,2
382,C1=CC2=C(C=C1)[N+]=CC=[N+]2,2
383,C1=CSN=N1,2
384,O=C1C=CNC=C1,2
385,O=C1C=CNC2=NC=CC=C12,2
386,C1=CON=[N+]1,2
387,C1=CN[N+]=C1,2
388,C1CCC2CCCCC2C1,2
389,[CH][CH][CH][CH]CC,2
390,O=C1C=CC2=C(C=C3OC=CC3=C2)O1,2
391,CC1(C)[CH]CCC1C1[CH]C2(C)CC[CH]CC2CC1,2
392,[CH]1[CH]CCCC1,2
393,O=C1C=CC1=O,2
394,C1=CC=C2N=CC=NC2=C1,2
395,[CH]CC1CCCCC1C,2
396,C[CH]CCC(C)C1CCC(C)C(C)C1C,2
397,[CH]CC1C(CC)[CH]CC2(C)[CH]C(C)CC12,2
398,C[CH]CCC(C)C1CCC2(C)C(C(C)CCCC(C)C)CCC2C1C,2
399,[CH]CC1C(CC)[CH]CC2(C)CCCC12,2
400,C1=CC2=C3C(=C1)C=CC1=CC=CC(=C13)C=C2,2
401,C[CH]CC[CH]CC,2
402,[CH]CC([CH]C1C(C)[CH]C[CH]C1C)C(C)C,2
403,[CH]CC(C[CH])C(C)CC,2
404,C[CH]C[CH][CH]C,2
405,C[CH]C[CH][CH]C([CH]C)CC[CH]C[CH]C,2
406,C1=CC=C2SN=CC2=C1,2
407,C[CH][CH]C(C)CC,2
408,[CH]C([CH])C,2
409,C[CH][CH][CH]CC,2
410,CC([CH])[CH][CH],2
411,C1=CC=C2SC=CC2=C1,2
412,[CH]CC1[CH]CCCC1,2
413,CC1CCCC(C)C1,2
414,CC[CH]CCCC,2
415,C[CH]CC(C)[CH]C(C)[CH]C,2
416,CC[CH]C[CH]C,2
417,[CH]1[CH]C2CCCC2C1,2
418,O=C1C2=CC=CC=C2SC2=C1C=CC=C2,2
419,[Dy],2
420,C1=CN2N=CN=C2N=C1,2
421,C1=CN2N=CC=C2N=C1,2
422,C[CH]C(C)C1[CH][CH]CCC1C,2
423,[CH]1[CH][CH]C[CH]1,2
424,CC1CCCCC1C,2
425,O=C1NN=NC2=C1C=CC=C2,2
426,C1=CC2=CC=C(C=CN=CC=C3C=CC(=CC=N1)N3)N2,2
427,[CH]CC[CH],2
428,CC(C1[CH]C1)C1[CH]C2CCCC2(C)CC1,2
429,[CH]CCCC(C)[CH]CCC([CH]C)CC,2
430,C1=CC=NN=C1,2
431,CC1CCCC1(C)C,2
432,[CH]CCC(C)[CH]CC,2
433,[Cu+2],2
434,C=[N+]=[N-],2
435,C1=CC2=C(C=C1)N=CC=N2,2
436,CC(C)C1C[CH]CC1,2
437,CC(C)C1CCCC1,2
438,[Mn+2],2
439,[Mg],2
440,CCC(C)[CH]C(CC)C1CCCC1(C)C,2
441,CCC1[CH]CCC(C)C1CC,2
442,C1=NSN=C1,2
443,O=C1NC=NC2=CC=CC=C12,2
444,C1CCC2[CH]C[CH]C12,2
445,O=C1NC2=CC=CC=C2N1,2
446,C1=NC=NC2=C1NC=N2,2
447,CCC(C)CC(C)(C)C,2
448,CCC1[CH]CCC2(C)[CH][CH]CC12,2
449,C1=NNN=N1,2
450,[In],2
451,[N+]=N,2
452,CC(C)C1CC1,2
453,CCC(C)(C)CC,2
454,CCC(CC)C(CC)CC,2
455,[N-]=[N+]=N,2
456,C1=CC2=NON=C2C=C1,2
457,O=[Cr]=O,2
458,[NH3+],2
459,[O],2
460,CCC1C(C)CCCC1C,2
461,C1=CC2=NC3=C(C=CC=C3)[S+]=C2C=C1,2
462,O=C1NC2=C(C=CC=C2)O1,2
463,[Na+].[Na+].[Na+].[Na+].[Na+],2
464,CCC12[CH]C(C)([CH]CC(C)[CH]C1C)C(C)CC2,2
465,C1CCC(CC2CCCCC2)CC1,2
466,[Na],2
467,[Ni],2
468,[Sb],2
469,CCC(C)C(C)CC,2
470,[Tl+],2
471,CC1[CH]CCC2C1CCC1(C)[CH]CCC21,2
472,[Gd+3],2
473,C1=CC2=[N+]C=CN2N=C1,2
474,CCC(C)C1CCC(C)C(C)C1CC,2
475,CCC(C)C1[CH]C2CCC(CC)C2(C)CC1,2
476,CC12[CH]CCC1C1CCC3C[CH]CCC3(C)C1CC2,2
477,[Ti],2
478,CCC(C)C1CCC(C)C(CC)C1CC,2
479,C1C[CH][CH][CH]C1,2
480,C1=NC=C2N=CN=CC2=N1,2
481,S=C1NC=CN1,2
482,C1=NC=C2N=CNC2=N1,2
483,O=C1N=CN=CN1,2
484,O=C1NSC2=C1C=CC=C2,2
485,CCCC(C)(C)C(C)CC(C)C(C)CC,2
486,S=C1N=CNN1,2
487,[Fe+3],2
488,C1=NC=NC2=C1C=NN2,2
489,CCCC(C)[CH]C(C)[CH][CH]C,2
490,[CH]C12CC3CC(CC(C3)C1)C2,1
491,[CH]C([CH]C)CCCC,1
492,[CH]C(C)C(CC)CC,1
493,O=C1SC2=C(N=C3C=CC=CC3=N2)S1,1
494,O=C1OC=NC2=CC=CC=C12,1
495,CC1(C)CC(C)(C)C1,1
496,O=C1[N-]C(=O)NC(=O)N1,1
497,C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45,1
498,[CH]C(C)(CC)CCC,1
499,O=C1NN=NC2=CN=CN12,1
500,CC([CH])[CH][CH][CH]C,1
501,CC1(C)CCCCCCC1,1
502,O=C1[N-]C2=C(N1)C(=O)NC(=O)N2.[Na+],1
503,CC12[CH]CCC1C1CCC3CCCCC3(C)C1CC2,1
504,[CH]C([CH]C)CC,1
505,[CH]C(C)C1CC2CCCCC2(C)[CH]1,1
506,O=C1NSC2=CC=CC=C12,1
507,C1CCC2C(C1)CCC1CCCCC12,1
508,[CH]C(CC)C1C[CH][CH]C2[CH]C1[CH]C2,1
509,[CH]C(CC)CC,1
510,O=C1N[Se]C2=C1C=CC=C2,1
511,CC1(C)CC1(C)C,1
512,[CH]C(CC)CCC,1
513,O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O,1
514,CC1(C)CCC(C(C)CC)[CH]C1C,1
515,[CH]C(C)CC(C)[CH]C[CH]C,1
516,O=C1NNC2=C1C=CC=C2,1
517,O=C1OC2=C(C=CC=C2)C2=C1C1=C(C=CC=C1)O2,1
518,O=C1OC2=C(C=CC=C2)S1,1
519,O=C1OC2=CC=CC3=C2C2=C(C=CC=C12)OC3=O,1
520,O=C1NNC(=O)C2=CC=CC=C12,1
521,[CH]C(CC)C(C)C,1
522,O=C1NN=NN1,1
523,C1=CC2=CC3=CC=C4C=CC=CC4=C3C=C2C=C1,1
524,S=C1[N-]C(=S)[N-]C(=S)[N-]1.[Na+].[Na+].[Na+],1
525,C1=CC2=CC=C(C=CN=CC=C3C=CC(=CC=N1)[N-]3)[N-]2,1
526,C1=CC2=CC=[N+]C=C2C=C1,1
527,[C-],1
528,[Br-].[Na+],1
529,C1=CC2=CC=NN2C=C1,1
530,S=C1N=CC=CN1,1
531,[Br+2],1
532,CC1(CC)[CH]C(CC)C([CH]CC)CC1,1
533,[Be+2],1
534,S=C1N=NNN1,1
535,[CH]C1C(C)CCC2C(C)(C)CCCC12C,1
536,[Ba],1
537,CC12CC3CC(C1)CC(C)(C3)C2,1
538,S=C1NC2=C(C=CC=C2)N1,1
539,CC12[CH]C(C)(C)C(CC1)C2,1
540,S=C1NC2=CC=CC=C2N1,1
541,[Au-],1
542,[As]#[In],1
543,[As],1
544,S=C1NC=CS1,1
545,[As+],1
546,C1=CC2=CN=CN=C2N1,1
547,[Ag+].[C-]#N.[C-]#N.[K+],1
548,S=C1NC=NC2=C1N=CN2,1
549,S=C1NC=NC2=C1NC=N2,1
550,[Ag+],1
551,S=C1C=CSS1,1
552,[C-]#N.[Cu+],1
553,[C-]=C,1
554,CC1(C)[CH]C[CH]C23CC([CH]C12)C1[CH][CH]C2[CH]C1C3C2,1
555,C1=CC2=CC=C3C=C4C(=CC3=C2C=C1)C=CC1=CC=CC=C14,1
556,C1=CC2=NC=C3N=CNC3=C2C=C1,1
557,[CH]1[CH][CH]CCC[CH]1,1
558,[CH]1[CH]C[CH]C[CH]1,1
559,CC1(C)C[CH]C(CC)C(CC)C1C,1
560,CC1(C)[CH]C1,1
561,CC12CCCC1C1CCC3C[CH]CCC3(C)C1CC2,1
562,[CH]1[CH]C2CCC1C2,1
563,S=[Sb]=S,1
564,O=[Cd],1
565,[CH]1C[CH]C[CH]C[CH]C1,1
566,CC1(C)[CH]C[CH]1,1
567,O=[Mo](=O)=O,1
568,[CH]1C[CH]CCC[CH]C1,1
569,O=[Zr],1
570,C1=CC2=NC3=C(C=CC4=C3C=CC=C4)N2C=C1,1
571,P#[In],1
572,C1=CC2=CNN=C2C=C1,1
573,C1=CC2=CN=NC=C2C=C1,1
574,[CH]1CC[CH]CCC1,1
575,C1=CC2=CC=NC=C2C=C1,1
576,[CH]1CC1,1
577,C1=CC2=CC=NC=C2N1,1
578,[CH]C1C(C)C(C(C)([CH]C)C(C)C(C)C)CCC1([CH])C,1
579,[CH]CC[CH][CH]C,1
580,[CH]C1C([CH]C)CCC(C)C1CCCC,1
581,[Fe-2],1
582,CC(C)C1CC[CH]CC1,1
583,[K+].[K+].[Sb+3].[Sb+3],1
584,CC(C)C1[CH]CCC2(C)CCCC12,1
585,[I-].[K+],1
586,CC(C)CC(C)C(C)C,1
587,[Hg+2].[I-].[I-],1
588,[Hg+2],1
589,[H]C([H])C([H])[H],1
590,[H]C([H])([H])[CH]C,1
591,[H+],1
592,[Ge],1
593,[Fe],1
594,[Fe-],1
595,[Fe+2],1
596,[Mn+2].[Zn+2],1
597,[Eu],1
598,[Cu],1
599,[Co],1
600,[Cl-].[Cl-].[SnH2+2],1
601,[Cl-].[Cl-].[Hg+2],1
602,[Cl-].[Cl-].[Fe+2],1
603,[Cl-].[Cl-].[Cu+2],1
604,[Cl-].[Cl-].[Cl-].[Fe+3],1
605,[Cl+],1
606,[Cd],1
607,[Cd+2].[Cl-].[Cl-],1
608,[Cd+2],1
609,[Ca],1
610,CC(C)C1CCCCC1,1
611,[Mn+],1
612,[CH]C1CC1,1
613,[PbH2+2],1
614,C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1,1
615,[Yb],1
616,[Ti+2],1
617,[Sr+2].[Sr+2],1
618,[Sr+2],1
619,C1=CC2=C(C=C1)C1=C(C=CC=C1)S2,1
620,[Sc],1
621,[Sb+3],1
622,C1=CC2=C(C=C1)C1=C([N+]=C2)C2=C(C=CC=C2)C=C1,1
623,CC(C)(C1CCCCC1)C1CCCCC1,1
624,C1CCCCCCC1,1
625,[Pd],1
626,[Pb],1
627,C1=CC2=C(C=C1)C1=CC=C3C4=C(C=CC=C4)NC3=C1N2,1
628,CC(C)C1CCC(C)C1C,1
629,C1=CC2=C(C=C1)C1=CC=NC=C1N2,1
630,C1=CC2=C(C=C1)C=C1C(=C2)C=CC2=C1C=CC=C2,1
631,C1=CC2=C(C=C1)C=C1C=CC=CC1=C2,1
632,CC(C)C(C)(C)C,1
633,[Ni+2],1
634,[Nd],1
635,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1
636,CC(C)C(C)(C)C(C)(C)C(C)C,1
637,C1=CC2=C(C=C1)C=NN=C2,1
638,C1=CC2=C(C=C1)C=[N+]C=C2,1
639,[NH2+],1
640,CC(C)C(C)C(C)C,1
641,[N-]=[N+]=[N-].[Na+],1
642,[Ca+2].[Cl-].[Cl-],1
643,C1=CC2=C(C=C1)SN=C2,1
644,CC(C)CCC1CCC1,1
645,[CH]CC1[CH]CCC1,1
646,C1=CC2=C(N=C1)NC=N2,1
647,CC(C)[CH]CCC(C)C,1
648,[CH]CC[CH]CCCC,1
649,[CH]CC[CH]C1CCC2(C)CCCC2C1CC,1
650,CC(C)[CH]C[CH][CH]CC(C)C(C)C,1
651,[CH]CCC[CH],1
652,[CH]CCCC1CCC2(C)[CH]CCC2C1CC,1
653,C1=CC2=C(N=C1)NN=C2,1
654,[CH]CCC(C)[CH][CH]C,1
655,[CH]CCC(C)C1CCC2(C)[CH]CCC2C1CC,1
656,C1=CC2=C3C(=C1)C1=C4C(=CC=C1)C=CC1=CC=C(C=C2)C3=C14,1
657,C1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,1
658,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,1
659,[CH]CC1[CH]C1,1
660,[CH][CH][CH][CH][CH][CH]C,1
661,[CH]CC1CCCC1,1
662,[CH]CC1C(C(C)CC)[CH]CC2(C)C[CH]CC12,1
663,[CH]CC1(C)[CH]C[CH]C2C3(C)CC[CH]C(C)C3CCC21C,1
664,[CH]CC1(C)CCCC1[CH]CC,1
665,[CH]CC([CH])CC,1
666,[CH]CC([CH])(C)C,1
667,[CH]CC(CC)C(C)(C)C,1
668,C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C43,1
669,[CH]CC(C)C[CH]C,1
670,CC([CH])C[CH][CH],1
671,[CH]CC(C)C1CCCCC1,1
672,C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,1
673,[CH]C1CCC2C3CC[CH]C3(C)CCC2C1(C)C,1
674,[CH]C[CH]C(C)CCCC(C)[CH][CH]C,1
675,[CH]C[CH]C([CH])CC,1
676,[CH]C[CH]CC,1
677,[CH]C[CH]CCC,1
678,[CH][CH][CH][CH][CH]C[CH][CH],1
679,C1=CC2=C(C=C1)SN=N2,1
680,[CH][CH][CH][CH]C(C)C,1
681,C1=CC2=C(C=C1)[N+]=CC=C2,1
682,CC(C)CCCC(C)C1CCC2C3CCC4C[CH]CCC4(C)C3CCC12C,1
